X57 X58 X59 X60 X61 X62 X63 X65 X66 X67 X68 X69 X70 X71 X72 X73 X74 X75 X76 X78 X79 X80 X81 X83 X84 X85 X86 X87 X88 X89 X90 X91 X92 X93 X94 X95 X96 X97 X98 X99 X100 X101 X102 X103 X104 X105 X106 X107 X108 X109 X110 X111 X112 X113 X114 X115 X116 X117 X118 X120 X121 X122 X123 X124 X125 X126 X127 X128 X129 X130 X131 X132 X133 X134 X136 X137 X138 X139 X140 X141 X142 X143 X144 X145 X146 X147 X148 X150 X151 X152 X153 X154 X155 X156 X157 X158 X159 X160 X161 X162 X163 X164 X166 X167 X168 X169 X170 X171 X172 X173 X174 X175 X176 X177 X178 X179 X180 X181 X182 X183 X184 X185 X186 X187 X189 X190 X191 X192 X193 X194 X195 X196 X197 X198 X199 X200 X201 X202 X203 X204 X205 X206 X207 X208 X209 X210 X211 X212 X213 X214 X216 X218 X219 X220 X221 X222 X223 X224 X225 X226 X227 X228 X229 X230 X231 X232 X233 X234 X235 X236 X237 X238 X239 X241 X242 X243 X244 X245 X246 X247 X248 X249 X250 X251 X252 X255 X257 X259 X260 X261 X262 X263 X264 X265 X266 X267 X268 X269 X270 X271 X272 X273 X274 X275 X276 X278 X280 X281 X283 X284 X285 X287 X288 X290 X292 X293 X294 X295 X296 X297 X298 X299 X300 X302 X304 X305 X306 X307 X308 X309 X310 X311 X312 X313 X314 X315 X316 X317 X318 X319 X321 X322 X323 X324 X325 X326 X327 X328 X329 X330 X331 X332 X333 X334 X335 X336 X337 X338 X339 X340 X341 X342 X343 X344 X345 X346 X348 X349 X350 X351 X352 X353 X354 X360 X361 X362 X363 X365 X366 X367 X368 X369 X371 X372 X373 X374 X376 X377 X378 X379 X380 X381 X382 X383 X384 X385 X387 X390 X391 X392 X393 X394 X395 X396 X397 X398 X399 X401 X402 X403 X406 X407 X408 X409 X410 X411 X412 X413 X414 X415 X416 X417 X418 X419 X421 X422 X423 X424 X425 X426 X427 X428 X429 X430 X431 X432
IL.1RA -1.197161736 -0.840540442 -0.263649783 0.952420184 -0.415091339 -1.500930511 -0.854636588 0.265711144 -0.558024045 -0.32181107 0.295249528 -0.864261622 -0.376151774 0.436948415 -0.622522796 -1.019322662 -1.303817834 0.721911341 0.824930396 -1.899578562 0.793493529 1.329293047 -0.187432762 -0.741497527 0.441797424 0.378328812 -0.741568319 -0.559412277 -1.81367118 -0.660433287 0.383353927 -1.225429672 0.873500113 0.067523285 1.335994772 0.32686696 1.435585754 -1.422424152 0.088248292 -0.054086723 0.016251797 0.826476531 -0.793966264 0.834776741 0.497631162 0.372792309 1.227023243 1.641729546 2.049378184 -0.217758109 -0.430035784 1.399845778 0.766004464 -0.061723775 NA -0.324069494 -0.847021506 -0.355270779 0.695017119 -0.563333141 0.025903849 1.214599693 0.333129998 -0.327566895 -0.634285695 1.963025265 -0.513038355 -0.360912431 0.765821739 -1.03753532 -1.256666703 1.04673917 0.736449408 0.100975198 0.238853913 -1.652021756 0.393833373 0.799116643 -0.564200345 1.196852434 0.09182227 0.474413016 0.246842609 -1.196157084 0.098676768 1.308380629 0.723007805 -0.348438366 0.940883534 -0.031692245 -0.080442958 1.107361203 1.500634574 1.106484712 -0.357147782 -0.24253099 -1.006358322 -0.463630966 -0.94927332 -0.947651048 -0.012982761 -0.229001354 -1.496824042 -0.921065293 -0.335757108 -1.483012956 -0.835396138 0.779681162 1.800677275 0.922072446 -0.7561466 -0.650648519 -0.584841976 2.357417929 0.177833232 0.547812636 0.606245053 -1.236493251 0.245966158 -0.474295492 0.386682815 0.855616013 -0.081780452 0.690246711 -1.794808751 -2.036302899 -0.376632368 -0.579877863 -0.173970077 -0.955403969 -1.176034074 0.374012162 0.527911476 1.669948521 -0.661524691 0.69880319 0.30080854 -1.722908608 1.918639823 -0.238851403 0.628081 -0.087913287 -1.029528457 1.286788541 0.973488295 -1.077062317 0.399291389 1.071479311 1.891593699 -1.443867657 -0.647798978 0.106690926 0.120951678 0.493446091 0.723897466 1.322208747 -0.373577746 0.079327148 -1.545243303 -1.239365446 -0.846695746 -0.338216658 -0.597376898 -0.090633177 0.239941705 0.880463803 1.704544944 0.008337101 0.088167133 2.422693791 -0.303147892 -0.481511848 -0.274057412 -0.139231075 0.453108367 1.16221405 -1.005681352 -0.996340307 0.113810463 0.976165097 -0.263808459 -1.46583491 0.677940809 -0.299573403 0.309251804 -0.571586672 -1.736394316 -0.007928281 0.661129344 0.145981455 0.916543752 -0.345275615 -0.009030089 0.049621266 1.150917737 1.552584027 -0.135916269 0.411945199 1.591867818 -1.538760136 -0.082768759 0.156117235 -0.193987032 -1.508502501 0.865762607 2.280980832 -0.49292166 2.492231958 0.174123306 0.90157864 1.169922312 -0.38497828 1.205450203 -0.514613998 0.106773487 -0.382558613 -1.536910959 -0.698582795 -1.206218141 -0.694101492 1.379086456 0.207283557 -0.529478968 0.640283457 -1.471341054 1.081498446 0.942947527 1.380845636 -0.386529416 -0.175477727 0.855552726 -0.252902681 -0.298128703 -1.019376491 0.308450011 -1.084309481 0.188885633 -0.928650298 -0.642530307 -1.045966753 0.811416128 -0.117973085 0.03992538 0.489616398 0.194233646 -0.461568281 -2.134668463 -0.64138666 -0.00590733 -0.685540528 0.161621181 0.662313458 0.507828104 -0.814412887 -0.621013616 0.950820245 -0.684488251 0.432402325 0.993862464 -0.693832754 0.510861678 -0.074176431 -0.949436289 -1.501003457 0.467068715 -0.439397289 -0.234262077 0.005518199 1.023532956 -0.644787507 0.093637447 0.77639165 0.405519408 1.170690685 0.716433908 -0.728823423 0.365657193 1.502495031 0.493267227 1.643957565 0.877300979 -0.206755997 -0.318684913 -1.227859725 -0.650603434 -0.335817883 -0.099894434 0.207351165 -0.735521478 2.285167282 -1.066246861 -0.214550746 -0.572875423 1.311599832 -0.607632847 0.659423353 0.23626526 -0.230152194 -0.288041821 -0.143076509 0.452720008 -0.90232106 -0.202601564 -0.748235626 -1.763846903 -1.738374468 -0.28288817 -0.13923249 -0.449140056 -0.062918863 -0.940862716 1.980201277 -0.547008642 -0.119372652 -1.115375829 -1.34129972 0.041004983 -0.85698169 -0.078565021 1.220284704 1.821054492 0.1810808 -0.466936412 0.754363155 1.233978449 0.723236901 1.235954146 -0.704805333 NA 0.773766187 0.360238773 -1.678848266 -1.298347248 0.589489243 0.960675692 0.138908333
IL.7 -0.598126831 -0.310433513 -0.541131115 0.77473894 0.106991198 -0.268396313 0.777752263 0.28410937 0.392899294 0.943202084 -1.162941233 0.022296144 1.688640696 0.055365821 -0.28716775 0.159326983 -1.558027461 -0.767278116 0.352690812 -2.145586958 -0.459977619 -1.696111782 0.357266562 0.214181716 -0.798609163 1.216633574 0.296310358 0.177679233 0.223013343 -1.305932202 0.120878503 -0.42265544 -0.565535964 -1.233090177 -1.470683492 -0.629428634 -0.22138853 -0.431724878 -0.630428894 0.966026591 2.531775122 -0.167366914 -0.985241455 0.203574661 0.760304018 -1.676520236 1.368694411 1.140131954 0.493852178 0.712155479 -1.084009294 -0.599928267 -0.839853454 -1.283475923 NA -0.432549451 0.965235896 0.506716861 1.883061096 0.485970769 0.978224547 -0.071027582 1.513523545 -0.037805725 -0.421075057 0.846362587 0.96468389 -0.023132848 -0.016918055 1.373216444 0.311959005 1.53386274 0.123884981 -0.69649513 -1.383718104 -0.526494442 -0.599384168 1.755077265 -0.864652724 -0.37233561 0.736687838 1.132815653 -0.010313722 -0.82716224 1.309680412 0.003084244 -0.801879209 -1.707430757 -1.105980533 0.553927027 -0.430185531 -0.746573567 -0.58255228 0.341863129 -0.025206206 -0.363318773 -1.840736164 0.417901875 0.769427001 0.437890206 0.717723724 -0.899920415 0.890284865 0.184641067 -0.055222621 -0.63039821 -1.168479345 0.241273314 -0.550729433 -0.626183379 -0.592096466 -0.100772354 -0.38143333 -0.364703715 -0.667857735 0.376673909 -0.713361914 -0.940417493 -1.249238108 -0.620203993 2.424767897 1.991626947 1.500205818 1.116968144 0.195748002 -0.904108285 -0.100655219 0.439037798 0.772679774 0.658944186 0.430693626 -0.266972218 0.933685743 0.576742255 -1.201356453 0.361208178 -0.576446512 -1.231699739 1.683885761 0.621536859 0.543424187 0.368326721 0.88075089 0.460841296 0.18474976 -1.933841598 0.44701267 0.588736716 1.078465677 -0.269101944 0.116428984 0.100743912 0.13817236 -0.30627054 -1.131104869 0.416215077 1.577384105 1.153992864 -0.646727877 -0.990460878 -0.542964486 0.331318269 -0.892596744 -0.880045986 0.740868522 -0.191475202 -0.838659876 -0.818506108 -0.551407727 1.255690739 -1.413868992 0.101762478 -1.576260961 -0.36536595 -0.539897432 0.306498566 -2.048550672 -0.58911006 0.274140872 -1.069791538 -0.26181265 2.127536159 1.524632621 -0.701836912 -0.336943274 -0.630883073 -0.723121098 1.041766079 1.357667794 1.228454585 -0.549871274 -0.646488533 0.652039644 0.519231497 1.425601393 1.673255934 -1.218610473 0.404064149 0.580712089 -0.270478769 0.032515057 -0.250639626 -0.556356431 -0.460092398 0.265513992 1.517029584 -0.563546191 1.702641143 0.202004049 1.840817989 0.361219495 -0.178022605 0.492761974 0.404702848 0.522610154 0.462956821 -1.109844394 -0.514671051 0.923447971 -0.147234407 -0.475482726 -1.290808998 0.622316522 -0.372509384 0.595240029 1.735405366 0.165146777 -0.69599746 0.063481749 -0.917148401 0.871294284 -0.387776872 1.187578678 -1.000792262 1.545063328 0.495124917 -0.288765051 -0.143032713 0.296415555 -0.337631802 -0.120825512 1.102285654 -1.768005038 1.083911698 -1.663142467 -0.708924216 -1.783350668 -1.068853595 0.128005819 -1.484717565 -0.642885426 0.831600982 0.838653054 -0.462609524 0.597065362 2.357848476 0.026953155 0.975173023 0.476834346 -0.904771387 0.34160159 -0.825855328 -0.162131328 -0.164714615 -0.842520601 0.808203615 0.923909953 -1.027784144 -0.145459829 0.121934316 -0.577308681 0.237025528 -0.192746547 0.952738821 0.072528863 -0.659485202 -1.634320466 1.179850862 0.18679446 0.547533342 -0.922506321 -2.034765152 0.407708835 -1.344459779 -0.026713122 0.154687573 -1.462385163 -0.305453082 -0.670751388 1.648375851 0.193203213 0.068307643 -0.424720972 1.128165188 1.830747669 -0.386069609 -0.371496819 -0.452662495 -1.381610541 0.466147844 -0.323289975 -1.065123827 0.442907067 -0.496715535 -1.122603788 -0.851464231 -0.986883279 -0.72959701 -0.018568964 -0.500145335 1.214059493 -0.097226786 -0.557679164 -0.170185446 -0.353407025 -1.51020932 -0.700708772 0.916393881 0.604094914 -0.010574666 -1.46777288 -0.892660956 0.878256464 0.927900134 1.36046657 0.250048807 0.43507852 0.013269058 NA 0.302282964 1.466083602 0.027796112 -0.370852656 -0.813423343 1.027873256 -0.02159934
GRO.alpha -0.336767485 -0.5009472 0.592073064 1.450076353 0.433050065 0.456345393 0.898053604 -0.020745492 -1.647003259 -1.131183874 -1.038204465 -1.144336712 -1.365608119 -1.81045048 -0.792401969 -1.452173491 0.044343375 -0.106409879 0.227224181 0.525596313 -1.030133216 -0.416378058 -0.422467152 0.559271906 -0.925403924 -0.533745273 1.175708799 0.03298446 0.108212655 0.454289962 1.016067397 1.004757181 1.773449712 -0.679969125 0.209023657 0.598043573 0.94978631 -0.327442288 0.104573367 0.18260913 0.497351693 2.207697743 0.104494387 -0.360582339 0.297779932 1.558600274 -0.17550979 -1.017853423 -0.688511523 -1.288523071 0.630221661 0.990638466 -0.124690366 -1.9166161 NA -0.089054434 1.241213625 0.628277606 0.880964108 -0.861270898 -0.428156095 -0.41096656 0.684564505 0.844452524 0.693274827 1.510425811 1.737634614 1.353647678 1.228757159 2.504417398 0.594163871 -0.719283791 1.42964334 -0.534928122 -1.817020595 -0.782281901 -0.954996061 -2.07102708 -0.37585474 0.040981929 0.102624761 -0.089199763 0.50112546 -1.59518226 0.315988144 -0.606023889 -0.94956326 -0.346785333 0.714665087 -1.657231726 -0.109487872 -1.307123475 -0.005829346 -0.815935612 0.307247506 -0.375214681 -0.023942628 0.292418691 -0.161614379 0.198857159 1.359144967 1.238219284 0.31699125 1.201273487 0.866495238 0.439868217 0.649727225 0.76668261 -0.579504067 -1.03863091 0.447519809 -0.270850791 -1.020735443 -0.925248771 -0.632493866 -0.436115066 -1.133001086 -1.196848837 -0.196711749 -0.72682773 -0.536730974 1.253343594 0.441711458 -0.950275945 0.751439514 0.706633252 0.664061937 0.628490613 1.553186362 -1.227435057 1.185296224 -0.804983808 -0.632833702 -0.373528613 -1.838347258 0.332510039 -0.914401889 0.066369972 -0.102081406 -0.074440693 1.150027908 -0.541608461 0.060228559 0.011977876 -0.488037129 0.083856768 -1.431855707 0.284856817 1.988993172 -1.859881937 -0.627063153 -0.402456482 0.238505966 -0.631899238 -0.22866092 1.347632322 -0.088914277 0.292478228 0.298851583 -0.73673767 1.336096297 1.127557109 0.308039008 -0.068396193 -1.068400353 -0.096101662 -1.160754199 -1.436977879 -0.313725664 0.052992384 -1.61088861 -1.308805858 -1.1035026 -0.290694443 -0.318777864 2.379898245 1.897032538 0.70235958 1.050046513 -0.132504087 0.290122327 1.95438403 -0.753710367 -1.042529171 -0.596622596 -0.095313547 -0.965481774 -0.350281726 -0.055800901 -1.269808859 -1.685065867 -0.602310944 -0.271529386 0.127907628 2.126707248 0.295462948 -2.084065938 -1.197355255 -0.952218927 -1.392574641 0.109379998 -0.333455769 -0.496431394 -0.42622318 -0.650263911 1.266211804 0.686780353 2.244133494 0.365356368 -0.038413131 -0.699355598 0.228286378 -0.014320974 0.800655359 0.362222423 0.49066013 0.607951673 1.552574463 -1.073193788 0.825305836 1.413499436 1.61555371 -0.273623377 -0.291056978 0.048166549 -1.524443815 0.290336571 -1.17004749 -0.488555401 0.29344602 0.766822796 -0.314234294 0.370734542 -0.287296568 1.083733881 -0.327271999 0.799989219 -0.234871685 0.860671561 -1.549989901 0.905729057 0.18437878 -0.25593615 0.902136449 -1.106654958 0.091230861 -0.936931751 -0.718926975 0.57887631 1.263301385 0.177076665 0.200084718 0.782005786 -0.051018403 1.079022434 1.386199344 -0.674916708 1.551748457 0.586070579 -0.194774465 1.778639197 -1.311652209 0.729960979 0.578466198 -0.041046958 0.458945009 0.650978464 -1.281210107 -0.741597115 -0.217506545 -0.40836821 -0.199360039 2.137879017 0.465875234 1.81774431 -0.352487645 -0.021839695 1.041443813 -0.335469541 -0.84965034 -0.710676711 -0.67666861 0.275096882 -0.263627925 0.156256244 -1.54201712 -0.172263001 -0.647137963 -0.619459536 1.092403282 -1.177419795 0.057715198 -0.779411882 -1.074491507 1.307111403 0.22892922 0.585664654 0.95057504 -0.592145092 1.644686915 0.582806206 0.230779054 2.093620626 0.578535823 -0.61473261 -0.340051723 -1.352194617 0.618753664 -0.755683405 -0.403135772 -0.915491209 -0.043200396 -0.783541123 -0.329897799 -1.890372659 -0.059675565 0.61443508 -1.459034594 0.284685694 0.646074665 0.527845888 1.356417045 -0.122596621 0.199888413 -0.509721836 1.013119009 -1.563913569 0.061510822 NA 1.238973373 -0.634940418 1.906792346 -1.047481811 -0.084893354 -0.202163426 -1.257935142
IL.8 -0.311071713 -0.62061627 0.322624269 1.528047448 0.046243662 0.279007907 0.572329317 0.069770846 -0.589523884 -1.147342207 -1.409086932 -1.408521046 -0.970246016 -1.967077774 -1.281232861 -1.496895014 -0.555392307 -0.142402229 1.102715478 -0.139385193 -0.895581752 -0.946195806 -0.69731624 0.092620785 -0.24897628 -0.385766303 1.328866647 0.722595243 -0.252917896 -0.005838059 0.188351103 0.025906554 0.688678524 -1.134600018 0.223942661 1.509037774 0.364969231 -0.199599477 -0.134410103 0.257970125 1.625741645 2.282900558 1.155235438 -0.60779149 0.079086375 1.103098681 -0.445403773 0.79073543 0.61067503 -1.109821308 1.251165078 1.093829988 0.399654939 -1.523368384 NA -0.066822211 0.799226117 0.31656281 0.701918207 -1.374027211 -1.134715299 -0.338690279 0.272756582 -0.044285651 0.236625218 2.31772345 1.569287425 1.136259347 0.314725074 2.044360514 0.100350923 0.121639174 1.194498169 0.436280543 -1.607448526 -1.281075663 -0.813162838 -1.319416222 -0.008406837 -0.00282523 -0.18336914 0.327419148 1.153199787 -2.086747292 0.569122068 0.164135389 -1.203381388 -0.323219672 1.077996586 -1.809430301 0.464966997 -0.408328139 0.614921629 -0.625254858 0.903086966 -0.468082711 -0.262883105 -0.586641597 -0.655805524 -0.489762198 1.359075927 1.307762642 -0.395736404 0.973875778 1.638346028 -0.045606295 0.773765481 0.955471808 0.752108316 -0.869476304 -0.247048334 0.080158449 -0.723209788 -0.53970903 -0.973612653 -0.97226077 -0.72440318 -1.480780415 -0.113982179 -1.241168327 -0.989522255 0.439233248 0.146621265 -1.811260372 0.422267975 0.010065014 0.689827371 1.300199546 1.674051131 -1.132592813 0.281606689 -0.340503311 -0.521342085 0.698678014 -1.741402988 0.913119976 -0.142826128 -0.623910966 -0.094210159 0.528014999 1.110840186 -0.890379777 0.403284 -0.115166652 0.422955318 -0.436216803 -1.514404039 -0.562076203 1.844333784 -1.884648795 -0.689423216 0.304721108 0.906316002 0.585365723 -0.125859737 1.00983418 -0.761204897 0.138031223 -0.26529797 -1.225900191 0.241365364 1.297492088 -0.882058505 0.358861549 -0.464377679 0.155645256 -1.10958824 -0.759514292 -1.315577314 0.71734856 -0.926994946 -0.691008219 -0.355724965 -0.144574968 -0.159805983 2.377001534 1.972183002 0.401552999 1.433280709 -0.198051 0.07498418 1.883353394 -0.671620497 -0.842597465 -0.290133956 0.017139948 -2.015462404 -1.467996237 -0.425866633 -1.014639537 -0.815318468 -0.08459138 -0.523154056 0.626134011 2.25259909 1.890114384 -2.098741266 -0.583027999 -0.069374999 -1.125350883 -0.525004429 -1.046557717 0.139198754 -0.288531277 0.458694539 1.422739624 1.015517669 0.974386911 0.603966332 1.013590084 -1.368362069 0.018548821 0.684519017 0.668429071 0.115264396 1.260719216 0.729914184 0.471135061 -0.480969216 0.483648245 1.578270823 0.601939816 -0.432904076 0.560137595 -0.336255911 -1.322041279 0.988107874 -0.150928987 -0.97736997 -0.1203703 0.318815429 -0.740059961 0.588835324 -0.261260447 -0.067694826 -0.710186354 0.227123625 -0.391038143 0.254268607 -1.256961768 1.013039645 -0.678416203 -0.387743673 1.858302713 0.035304519 -0.95011884 -1.722154154 -1.015536093 0.089790577 0.437636221 -0.965877524 1.130491205 0.492362776 -0.078538149 0.273911046 2.277878071 0.171705044 1.560800686 -0.482431037 -0.704940113 1.735861787 0.11005941 -0.32705937 0.876928891 -0.511211304 0.674769773 -0.145514439 -0.766921976 -1.184636174 -0.498977825 0.401325906 -0.651898208 1.758639258 1.305906591 1.031825745 -0.19849403 -0.619415788 0.326101482 0.764448071 0.515732055 0.824532479 -0.84914955 0.046796529 -1.508151122 -0.309983188 -1.775239959 -1.430230788 0.535166634 -0.921264787 0.798292749 -0.189892635 -1.480295067 -0.953754828 -0.158414496 1.550743715 -1.03182263 -0.106405155 0.243051483 -0.029079948 1.005269835 0.427235703 0.113455615 1.039543308 0.240008943 0.383420396 0.004136559 -0.438943691 -0.860895211 -0.443196208 1.102209559 0.633705791 0.866922951 -0.680821069 -0.207214807 -1.919892627 -0.497114472 -0.206884055 -0.860099166 0.673342068 2.382355597 0.246797395 0.107103049 1.39148651 -0.158490136 -0.473161218 1.859611071 -1.139355066 -0.46028324 NA 1.57367824 -1.347757634 -0.021733184 -1.398129113 -0.851037453 -0.967355459 0.679148256
IP.10 -0.190054075 -1.782928741 -0.468992285 1.275036046 -0.544396154 -0.213231207 0.008515813 0.863243883 0.857163282 0.620174578 -0.879225604 -0.309956135 -0.384145028 -0.619540215 -0.55870058 -1.09596973 0.350602112 0.491029659 1.704576356 -1.012227667 -0.715648521 -0.174895074 -0.93539029 -0.04155396 -0.918949187 -0.241347457 1.292677198 1.149332005 -0.458051198 0.180343142 -1.016770994 -0.50746825 0.206642719 -1.587991121 0.512414893 1.044627398 -0.112669858 -0.586794707 0.413744035 0.671202448 -1.671883942 0.686487399 1.157549168 -1.331450144 -1.386952201 -0.00023329 0.050063999 1.198951538 1.225563136 -1.407678859 1.533338042 0.1763509 2.549099622 -1.586773505 NA 0.280143052 0.376741759 -1.013132705 -0.744829394 -1.523934202 -1.005683792 1.353556118 -0.116838649 -1.931061923 -0.284039923 2.465241492 0.802105312 0.259368887 -1.228746062 0.192024097 -1.325233877 1.123098548 1.174945454 -0.215162978 -0.137152313 -0.832491602 -0.303528358 -0.101610208 -0.131873578 -0.941935643 0.167362169 1.084601611 0.819095797 -0.46179386 -0.374326665 1.881001682 -0.123013872 -0.582997833 0.37054403 -1.381402809 0.538370446 0.472078673 1.762563197 1.469208606 0.162672115 0.239372624 0.440443173 -1.184005416 0.683977147 -0.261894818 1.059634792 0.413800791 -0.158946271 -0.082463447 0.749280215 -1.539136477 -0.084713415 0.223342642 1.226707214 -1.486356333 -0.646020124 0.563731759 0.938813824 1.390990356 -0.642207729 -0.618797503 0.168650089 -1.049171452 0.435651726 -0.840768204 -0.940976734 -0.176864501 -0.062494977 -0.63098813 -0.269579084 -0.880883379 0.250418857 0.646328387 1.118328327 -0.766515782 -0.632126312 -0.698884461 -0.256455032 1.117010749 -0.707853215 1.539383652 1.300054588 -0.32981912 1.94861694 1.19015938 0.791771088 -0.152092659 0.114904461 0.540431411 -0.850011065 -0.916611478 -0.117042294 -0.275962443 0.056158722 -1.414201245 -0.725936165 -1.509342242 0.727957336 0.728928286 0.890950556 0.52647608 -1.305357443 -1.001335062 -0.092544669 -1.740935463 -1.533391423 0.249181219 -1.711069163 -0.426741175 0.3635696 0.1635256 0.461889522 -0.039134533 -0.940749517 1.279156633 -0.080835014 0.214161358 1.475268913 -0.403899965 -0.05647618 0.756186849 0.157268902 0.85589291 0.206823263 2.273755227 1.616438355 0.030648308 0.41492853 0.184501907 0.61283797 -0.261889063 -0.463628398 -0.635372122 -0.241844471 1.229797568 0.934683109 0.451070453 0.585672035 0.672313792 2.600748624 0.95304886 -0.930093008 1.803729348 1.821030867 -0.97614854 0.021783718 -0.905534768 0.952513197 0.011178957 0.858189142 1.023458758 0.381973518 0.185756219 0.945439389 0.349882286 -0.77544748 -0.219561883 1.368491838 -0.683300955 -1.531985766 0.665291319 0.167686533 -0.016748869 -0.269108703 -0.166364987 0.614192834 -1.167103632 -1.671719269 0.785076436 -1.979830261 0.284011912 0.478891665 0.595462383 -1.166126259 -1.122349544 0.016845136 -0.331705087 0.792456899 -1.388063207 -0.514838922 -0.823012972 -1.265653756 -1.325583318 -0.439284474 -0.869249385 0.534762834 -0.332322899 0.361832339 1.88476285 0.828515359 -1.180068136 -1.858701829 -0.479329667 0.072412115 -0.504987709 -1.098432419 1.059129438 0.494208238 -0.260101006 -0.098802671 2.378572836 0.355914006 0.693117411 -0.814211611 -0.064388547 0.96662308 0.59318463 -0.882747799 0.430374892 -1.207927603 1.053021113 -0.521084308 -0.136434476 -0.783353467 -0.94877806 0.388455215 -0.350385588 1.569758947 1.747684522 0.830540862 -0.129410909 0.080760716 -0.121147969 1.325165593 1.081492969 1.181060094 -0.494985952 0.068875017 -1.040499047 -0.438535069 -0.234230217 -1.288164029 0.464725782 -1.285008919 0.747579596 0.1869065 -1.574105678 -0.293939432 0.634707662 0.650087317 -0.827039282 -1.338170328 -0.531700557 -1.304385052 -0.241960825 -0.02242878 -0.314559795 0.601422033 -1.707774861 -1.656075134 -1.219141343 -0.703699028 -1.57594359 -0.953012703 1.169135758 0.333803296 0.831207846 0.597244998 -0.505510913 0.258317367 0.08324579 -0.126942926 -0.587657164 0.544282302 0.965624465 -0.252587205 -0.580809717 1.192746674 -0.675389171 -0.471207383 1.262344761 0.151646515 -0.333119166 NA 2.156249626 0.702298335 0.2793784 -1.193084579 -0.366113441 0.20534576 1.884376025
