ID	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10
278	-0.0233094	0.00161856	0.00422136	-0.00260903	0.00871522	-0.0462291	-0.00591624	-0.0266315	0.00622002	-0.034084
279	0.000745752	-0.0329934	0.017666	-0.0322967	-0.0297999	-0.034472	-0.00387423	0.0158435	0.00917512	0.00256617
280	-0.0137679	0.0276428	-0.00600591	-0.0165388	-0.02608	-0.0108309	0.0147421	-0.0252937	0.00383701	-0.0257783
281	-0.022723	0.0278288	0.021164	-0.0738858	-0.0425888	0.0130549	0.00230847	0.00512614	-0.0113774	0.0444014
283	-0.00639181	0.00356655	-0.0123515	-0.0233339	-0.0786947	0.0108694	-0.0211964	-0.00188936	0.0257641	0.0339023
284	0.00739922	-0.064248	0.0440836	-0.0247075	-0.0391026	0.0333836	0.043096	0.0885907	0.0404018	0.072929
285	-0.0103954	-0.0266416	-0.00337509	0.00980268	-0.00150277	-0.0087311	-0.014161	-0.0510434	-0.00898102	0.0451312
287	-0.00247495	-0.00041268	0.0173729	0.0213635	-0.0492476	0.0626937	0.0173789	-0.0295203	-0.0441266	0.0266098
288	-0.0184258	0.100052	0.0253021	0.027004	-0.031519	-0.0116576	-0.0340685	-0.00966916	-0.0495754	-0.0197743
289	-0.0137648	0.0135341	0.0326949	-0.0572153	-0.0130622	-0.0255851	-0.0345435	0.0214005	-0.0394667	0.0458695
290	-0.0288061	-0.00563651	-0.0138934	-0.0479794	-0.0282651	-0.0209698	-0.0126994	0.0221718	-0.0282312	0.0507544
292	-0.0261074	0.0344539	0.00485741	0.043764	0.012967	0.0398668	0.0550066	-0.0119699	0.00496423	-0.023379
293	0.0621731	-0.0166747	-0.00542042	-0.0519503	0.0181452	-0.0803892	-0.0432426	0.151253	-0.0336754	0.178396
294	-0.0247192	0.00304847	0.011789	-0.0536791	-0.0173548	0.0374344	0.012682	-0.00383684	0.00406508	0.0294812
295	-0.0100653	-0.0322552	0.00550582	0.0532043	0.053395	0.00133747	-0.0142269	0.0343993	0.0108012	-0.0106966
296	-0.0137814	-0.00303505	-0.00680777	-0.0235673	-0.026444	0.0464499	-0.0402974	-0.0482401	0.0191985	-0.0251124
297	-0.016577	-0.0134767	-0.03418	0.0208533	-0.0345524	-0.000517584	0.0338776	0.0333511	-0.00765234	0.0676277
298	-0.00888014	0.0095472	0.00511337	-0.037355	0.0120499	-0.0169755	-0.0101139	0.00831009	0.018186	0.0235012
299	-0.00569474	0.0392091	-0.0417116	0.0226651	-0.0537621	-0.0102606	0.026414	-0.0522836	0.0312406	0.00563055
300	-0.00363573	-0.00277524	-0.0277224	-0.072333	-0.0136736	-0.00765909	0.0406905	0.0278723	-0.0397215	0.016132
302	0.015151	-0.0130208	0.0228054	-0.0148582	-0.00230721	-0.0755708	0.0304874	-0.0327715	-0.0265187	-0.0414898
304	-0.0191608	-0.00401197	-0.026039	0.045891	0.0172463	0.00361506	0.0761171	-0.0190818	0.0240263	0.0435845
305	-0.0014209	-0.00227384	-0.0141466	0.0570177	0.00449301	-0.0448559	0.00603564	-0.0184773	-0.0263661	-0.026942
306	-0.0241735	-0.0229866	-0.0399928	0.0103064	0.0418832	0.0570635	0.00717671	0.00479385	0.0281534	-0.00441338
307	-0.00703896	0.0447891	-0.0132688	0.0190104	0.0242593	-0.00905982	-0.0483838	0.0012806	0.0233959	0.0245859
308	-0.00435191	0.0391014	0.0312375	0.0276516	0.0409749	0.0539831	-0.0651765	-0.0263713	0.0165544	0.0410082
309	-0.00748479	-0.039023	-0.00235944	-0.0235123	0.0413388	0.0143227	0.000637336	0.0478898	0.0607007	0.00700723
310	0.0162783	0.0127713	-0.0262979	0.0524261	0.0243206	-0.00629539	-0.0447552	-0.0201703	-0.0565536	0.00867723
311	-0.0327151	-0.00153338	0.0114363	-0.0289442	-0.0175008	0.0323683	-0.0268473	-0.000258142	-0.0694614	-0.00423682
312	-0.0175757	0.00805348	0.0376794	-0.00468097	-0.000279919	0.043155	-0.0205104	0.0331736	0.0080745	0.059877
313	0.00616104	0.00259324	0.0389593	0.00294378	0.011729	-0.00289537	0.00237594	-0.0269789	-0.0639571	-0.0130694
314	0.0352579	0.119521	0.0323599	0.065105	-0.0230571	-0.00394278	-0.0465625	-0.0649795	0.0358434	-0.00546418
315	-0.00578032	0.0092266	0.00475841	0.0119091	0.0220833	-0.058606	-0.0390707	0.00303711	0.0773103	0.0150631
316	-0.00363211	0.0256402	0.00880429	0.00967862	0.00762252	-0.0392703	-0.0614666	0.0376097	-0.117263	0.0450099
317	0.00239104	0.0300106	0.0303535	0.0396868	-0.00960534	0.0301392	0.000842364	0.00249007	0.00080729	0.0151935
318	-0.0090819	-0.00845762	-0.0295126	-0.0186823	-0.0476126	-0.0268325	0.0257152	-0.0158812	0.00118407	-0.00222064
319	0.142614	0.0383066	-0.038278	0.0196142	0.0648811	-0.141084	0.108108	-0.0148631	-0.131603	-0.0695386
321	-0.0182705	-0.0199398	0.0202784	-0.00961931	-0.019049	0.00649992	0.0183248	-0.00763638	0.0249863	0.0222354
322	-0.0100699	-0.012007	-0.00285322	-0.00831193	-0.00233522	-0.0495461	0.0166466	0.025119	0.0110435	0.0604849
323	0.0247654	-0.0513823	0.0270129	-0.0397598	-0.0585926	-0.0307124	-0.0790832	-0.00671642	-0.0409156	0.0152115
324	0.00210368	0.00881559	0.0163174	0.0340322	0.0153627	0.0279879	-0.0259679	-0.0602014	0.0043063	-0.00881166
325	-0.015327	0.0105095	-0.0161488	-0.0500917	-0.0079785	0.0121562	0.00458857	-0.0191327	-0.0148261	0.00489558
326	-0.0380188	0.0566193	-0.00787901	-0.0246774	-0.00408604	0.0375019	-0.033031	-0.0499742	0.0424237	-0.0644945
327	-0.00122924	-0.0454771	0.00901479	-0.0489958	-0.0226723	0.0156204	0.010909	0.03931	-0.0334705	-0.0156846
328	-0.00901055	0.0238887	-0.0195071	-0.0199755	-0.0327927	0.0458531	0.097964	-0.00551465	-0.00889866	0.012541
329	0.0275062	0.0263728	0.0113005	0.0152327	-0.0116708	0.027612	0.026122	0.0593294	-0.0110452	-0.0330982
330	0.0202468	0.0311359	0.0285311	-0.0971858	0.0771626	0.0161255	0.0488469	-0.0354867	-0.0314678	-0.0196743
331	-0.00783327	0.00139245	0.0260466	-0.0663418	-0.0792478	0.0295625	-0.0166257	0.0316206	0.019155	-0.0163119
332	-0.0183106	-0.0340205	0.00304002	-0.0102022	-0.0308531	-0.0833315	0.006647	-0.00992529	-0.00647318	-0.0354548
333	0.000821696	-0.0122927	0.0457084	-0.03715	-0.0408232	0.0141674	0.0316093	-0.03491	0.0186852	-0.0477733
334	-0.00781324	-0.00899463	-0.0235918	-0.00567929	-0.00349145	0.0314695	0.0266943	0.0590189	0.0192183	0.0344462
335	-0.002797	-0.0215686	-0.0167039	-0.00700216	-0.0176189	0.0286262	0.0199911	-0.0280231	0.043401	0.00160234
336	0.0102964	0.105024	0.0487561	0.0958426	-0.0613368	-0.0800589	-0.0182765	-0.0215355	0.0713731	0.0473813
337	-0.00376935	-0.000693006	-0.037699	-0.00845936	-0.0523922	-0.0126448	0.00694252	0.036875	0.0453515	0.0154174
338	-0.0334233	-0.00715978	-0.0397092	-0.0466593	0.00925911	0.0133098	0.017101	-0.0506663	-0.0796047	-0.0211955
339	-0.0197316	0.000854601	-0.018163	-0.00731712	0.0306325	-0.00380286	-0.0477179	0.0420667	0.00206456	-0.00183421
340	-0.00890049	0.0154328	-0.00719505	-0.0103251	0.00598218	0.00594081	-0.00151245	0.0168638	0.0317104	-0.00375771
341	-0.0108874	-0.00423596	-0.0359129	-0.0108644	0.026945	-0.0447869	-0.020701	-0.0400059	0.050901	0.00832209
342	0.0419831	-0.0293211	0.0281861	0.0230686	0.00304011	-0.062104	0.00439823	0.0108975	-0.00788103	0.0154781
343	-0.0210939	0.0234907	-0.00356408	-0.0170754	0.0377565	0.0074914	-0.0534398	-0.0707338	-0.0598894	-0.042946
344	0.00362562	-0.0136166	0.0130337	0.00667315	0.0729695	-0.00239786	0.0106417	-0.0327673	0.0429408	0.0823068
345	-0.0116944	-0.0124325	-0.00050335	0.01399	-0.000329096	-0.0266601	-0.0118701	0.00433144	0.0163865	0.0225121
346	0.00199615	0.0123582	0.00290155	-0.00845479	0.0113328	0.00472571	0.0114261	0.0613075	-0.0261673	-0.0114204
347	0.0460259	-0.0344369	0.00177811	0.000208525	0.0573651	-0.0391321	0.0429712	-0.0145835	0.0527547	-0.0237463
348	-0.0330593	-0.0327334	-0.0222164	-0.00098372	-0.0319055	-0.0120964	-0.0107337	0.0181739	-0.0844954	0.00688796
349	-0.00774115	-0.0196207	0.00914743	-0.0318118	-0.0353608	-0.0157503	0.0140608	-0.00579422	0.00631571	0.00381251
350	-0.0127504	0.0226249	-0.00927192	-0.00842535	0.0308821	-0.0179733	0.0100758	0.0312539	0.0259891	0.0576389
351	-0.0147972	0.0113227	-0.00676498	-0.00360491	-0.00709582	0.0318974	-0.00625484	-0.0510259	0.0249124	-0.0227099
352	-0.0177238	0.00317398	0.0222083	-0.00329713	0.0393058	0.0183195	-0.0503599	0.0182331	-0.00992127	-0.012212
353	0.113668	-0.108539	-0.0100316	-0.00642817	-0.0304057	-0.00868297	-0.0944558	0.027786	0.0651463	0.013091
354	-0.0285216	-0.0296483	0.0249058	0.0280973	0.0261472	-0.0473004	-0.0213941	0.00330355	-0.00546629	0.0179828
360	0.00232735	-0.019126	0.00452533	0.0228122	-0.00594793	0.000963087	-0.00594017	-0.00306461	0.0322843	0.023306
361	0.000785915	0.0208018	-0.00298962	-0.000207948	-0.00594197	0.0112009	0.0409756	0.0231138	-0.023522	0.0444315
362	-0.0133793	0.00830493	-0.0209531	-0.0265374	0.014434	0.0468086	0.0177665	0.0151298	-0.0351644	0.0403979
363	0.0928889	-0.0590128	0.0527822	-0.0239365	-0.0397342	0.0156333	0.0153425	0.025781	-0.0278135	0.0105611
365	-0.00803203	-0.0235853	-0.0458703	-0.0133316	0.0283928	0.00112233	-0.0657213	0.0215807	-0.0322238	0.016467
366	0.0171705	0.0679745	0.0134274	0.0560471	-0.0366558	-0.0145486	-0.02885	-0.0266444	0.0223475	-0.0493232
367	-0.0155314	0.0294293	0.00501561	-0.022264	-0.000212168	0.0255686	-0.010487	-0.026189	0.036018	-0.0420827
368	0.0380041	-0.0373564	0.00176095	0.0152798	-0.0366635	-0.0239046	-0.0331197	0.0116309	0.0568204	-0.0141885
369	-0.0193011	-0.00521617	0.0346703	-0.0143264	-0.0043378	0.0720472	-0.00812064	0.00177218	0.0717698	-0.0144252
370	-0.00390252	-0.0192807	0.0142364	0.00616637	0.0016938	-0.0455116	0.0188793	0.0287054	-0.0259305	0.0277048
371	-0.00590291	-0.0585044	-0.000671551	0.0436893	-0.0543986	0.0288669	0.0129399	0.0362398	0.00334788	-0.028313
372	0.0954853	-0.0621124	-0.0352151	0.028746	-0.111607	0.0217586	-0.0576229	0.0389091	0.0356463	0.062289
373	-0.015361	-0.0154551	-0.00542625	-0.0308329	0.000151137	-0.00658935	0.00925136	0.00463837	0.00933043	-0.0116298
374	-0.0158147	0.00887394	-0.0203461	0.0216004	-0.00583346	0.0364839	-0.0514821	-0.00878334	0.0178767	0.00559368
376	0.0011912	-0.00970117	-0.00098942	0.000109656	-0.0149165	-0.00725776	0.0186304	0.0319256	0.0273285	0.0162749
377	0.303094	-0.111917	-0.234428	-0.0468804	0.0669612	-0.175004	-0.0967865	0.028288	-0.0575629	-0.285452
378	-0.00551609	0.0406834	0.0430502	-0.0177542	0.0017224	0.00381826	0.000110932	0.0249691	-0.011161	0.0562187
379	-0.0176609	0.0248792	0.00578858	0.00634747	0.0411755	0.00436349	-0.0480832	-0.0580613	0.0194589	-0.00583926
380	0.0940223	-0.0876949	-0.00959369	0.0246085	-0.0685983	-0.011348	0.0924532	0.0376424	0.183609	-0.0327287
381	0.0222218	-0.0221754	-0.0330978	0.0442482	0.0064788	-0.0128139	-0.0120907	0.00224261	-0.0179878	0.0412313
382	0.253976	0.00668262	-0.190139	-0.0154547	0.218844	-0.0361409	-0.125386	-0.0726393	-0.00144578	0.124016
383	0.017673	0.0172062	0.0481694	0.012402	-0.0208477	-0.0197476	-0.0123113	-0.000925448	0.0416059	0.000390471
384	-0.0178222	0.00615792	-0.0444396	-0.00707744	-0.0149101	0.0681671	-0.052547	0.0525103	0.0786972	0.0209269
385	0.00191358	0.0069805	0.016475	-0.00811995	0.0397623	-0.0268572	-0.0200727	-0.00762511	-0.0402772	-0.0693072
387	-0.0199481	-0.00191368	0.0111444	0.00323981	0.00149305	-0.020298	0.0189816	0.0245857	-0.0263476	0.0152889
390	-0.0149944	-0.0112435	-0.0283993	0.0194111	-0.00974979	-0.0291839	-0.0304482	0.000938829	-0.0193967	-0.0427042
391	-0.0239021	-0.0111348	0.0142297	0.0196377	0.0379373	0.0179836	0.0441424	0.00799963	0.0458233	0.0242805
392	-0.00664683	0.00561536	-0.00436475	-0.0618607	0.0321936	-0.0036371	0.0101221	0.0258293	0.0233484	-0.0155166
393	-0.0154018	-0.0751741	0.00804187	-0.0101276	-0.0190252	0.0216544	0.0153333	-0.0198683	0.0419552	-0.0019476
394	-0.00341341	-0.00596034	0.00349685	-0.0148752	-0.00351402	0.004464	-0.0119551	0.0267776	0.0113626	-0.0155278
395	-0.0212295	-0.023248	0.0118596	-0.0197642	0.00286728	0.0529368	-0.00783481	0.0112952	-0.0364182	-0.0126783
396	-0.00413568	-0.00228527	-0.0509973	-0.00466367	-0.0222513	0.000108424	0.00904008	-0.000161402	0.0329661	-0.0109742
397	-0.00895779	0.000154199	-0.00184252	0.00883716	0.0013256	0.0150829	0.00184612	0.0261947	-0.0227557	0.0567795
398	-0.00335699	0.0252509	0.0112519	-0.0300504	0.0200021	-0.029928	-0.0298334	-0.007369	0.00357815	0.0676082
399	-0.0181959	-0.043704	0.0591803	-0.0199472	-0.0569031	-0.0348716	0.0241465	-0.0199229	0.0348851	0.000296963
401	0.143957	-0.0546802	0.0652933	0.0202147	-0.00442121	0.0302425	0.0174865	0.0127023	0.0883842	-0.00219153
402	-0.0168959	-0.00451483	-0.0150435	-0.0106744	0.054347	0.00689601	-0.0350382	-0.0429322	0.0270775	0.0100979
403	-0.00584704	-0.00716268	-0.0137446	-0.0534921	0.0298637	0.00767545	0.0292308	-0.0343437	-0.0550108	0.00761002
404	-0.00237956	-0.0186917	0.0297868	0.00877783	0.0375131	0.0151505	0.0319021	0.0247284	-0.0169632	-0.0194456
405	-0.0251344	-0.0470871	-0.0175384	0.00664947	-0.00180581	-0.036053	-0.0512163	-0.0320555	-0.0384349	-0.0286022
406	-0.0209395	-0.0344445	-0.00942249	0.00257696	0.0417014	-0.0114465	0.0619472	0.000964553	0.0252438	-0.044729
407	-0.000653779	-0.0118298	-0.004133	-0.027491	0.00162164	-0.00210117	-0.00587377	0.0290036	0.0390031	-0.0390296
408	0.0198444	0.0552089	-0.00138974	0.0211271	0.0239345	-0.0252587	0.0875801	0.00739001	-0.068839	0.00735108
409	-0.0121399	-0.018216	-0.030855	0.0108015	0.0270217	-0.0511878	0.0219347	0.00311538	-0.0537082	-0.0296755
410	-0.0185631	0.0266489	-0.0103109	0.00705972	0.0184783	0.0216904	-0.0312601	-0.00138537	0.0280375	-0.0241941
411	-0.0167891	0.0119175	-0.0114773	-0.0416926	0.0361517	0.00660949	0.0136965	0.019408	0.0102292	0.00268367
412	0.0517002	0.0272413	-0.0233057	0.0465274	-0.000605254	0.00630958	0.0314265	0.0462355	-0.0729974	-0.072286
413	-0.00566056	0.00412565	-0.000528698	0.0368749	-0.0293568	0.0149854	-0.00962524	-0.0284532	0.000149078	-0.0145155
414	-0.0311428	-0.00926289	-0.0231193	-0.0129198	-0.0142499	0.0298206	-0.00868776	-0.0102023	-0.0565792	0.00558
415	0.00172451	-0.0143353	-0.00192843	-0.00501929	-0.053267	-0.00897996	0.0207495	0.000973157	0.0443082	-0.0603995
416	0.0496126	-0.0229277	-0.047966	0.0206943	0.0174283	0.0467076	-0.00560889	0.0448284	0.011671	0.0443385
417	-0.0272147	-0.0252443	-0.0145495	0.0267617	-0.0357841	-0.00262708	-0.0432646	-0.0177228	0.011348	-0.0518835
418	-0.00684418	-0.00951138	-0.0168365	-0.0747035	-0.00514018	-0.0138434	0.0173766	-0.0324667	-0.0125975	0.026526
419	0.0228357	0.00279203	-0.00496086	-0.00468672	0.0234502	0.0203983	-0.0265474	-0.0221361	-0.0184735	0.0378988
420	-0.0202411	0.0134436	-0.0229918	-0.0523141	0.0479922	0.0176042	-0.019235	-0.0487275	-0.0228064	-0.038955
421	-0.0259653	0.0209381	-0.0226661	0.00546658	0.00430551	0.00420437	-0.0198442	-0.00609156	-0.0330084	-0.0294315
422	-0.00684569	-0.0141549	0.00535756	-0.0521758	0.106307	0.0293434	-0.0113905	-0.0363934	-0.0656354	-0.00879378
423	-0.0168489	0.00158931	0.0168148	-0.0417393	0.0202116	0.00627088	-0.00206096	-0.0168002	-0.000391192	0.000539394
424	-0.0210728	-0.0127033	-0.000483885	0.00324123	-0.0766568	-0.0337593	0.0177765	0.0502797	0.0323036	0.0516658
425	-0.0167727	-0.0423141	0.0287854	0.00454574	0.0218149	-0.045105	0.000213314	0.0114837	0.0229427	-0.0126879
426	-0.0139015	-0.0210706	-0.0101165	0.0560485	0.0159664	0.0132657	0.0489117	0.022422	-0.0181924	0.0779497
427	0.00484033	0.0259337	-0.0360443	0.00594149	0.0492586	-0.0476497	0.0413942	0.0434239	-0.0725738	-0.0811513
428	-0.0189367	0.00114197	0.0187449	-0.0141665	0.0221714	0.0166068	0.0223941	0.0128514	0.0313604	0.0260552
429	-0.0139506	0.0294778	-0.0233201	-0.0560214	-0.0443384	0.0427591	0.0173233	-0.0381182	-0.0372657	-0.0391085
430	-0.010116	-0.0281621	-0.032425	-0.0329705	0.0140613	-0.0129765	-0.00866542	-0.00450854	0.00156594	0.002627
431	-0.0335893	-0.0108423	-0.00992577	-0.0327364	0.000406549	-0.0196299	-0.040053	0.030649	0.0442172	-0.0327759
432	-0.0045435	-0.0357554	0.00199128	0.0198796	-0.00365639	-0.0227513	0.007603	0.000387954	0.0350863	-0.063369
