"ILMN_1774874" "ILMN_1705769" "ILMN_1787897" "ILMN_2184373" "ILMN_1791759" "ILMN_1720048" "ILMN_1671509" "ILMN_1674563" "ILMN_1791447" "ILMN_1773352" "ILMN_2052511" "ILMN_1775501" "ILMN_1704321" "ILMN_1699651" "ILMN_1728106" "ILMN_1778457" "ILMN_1674167" "ILMN_1772674" "ILMN_1735208" "ILMN_1738725" "ILMN_1793988" "ILMN_1775822" "ILMN_1809813" "ILMN_1716608" "ILMN_2375879" "ILMN_1790149" "ILMN_2207504" "ILMN_3239965"
"X61" 10.80934687 7.469978197 12.42023302 11.01628547 14.50474116 10.11835321 11.7182903 8.71989125 7.541617579 12.41641963 6.873377107 15.22450409 7.027300732 12.87156936 12.63795349 12.94877673 8.710641611 7.010497867 7.370610318 7.488578928 7.406087512 7.918116921 7.057561261 7.052456717 7.573540539 7.021926608 7.580011945 9.251254654
"X62" 10.78211404 7.281652663 12.22523197 11.16579807 13.91418536 9.704490254 11.65147914 7.585981511 7.43526526 12.17502261 6.797948657 15.36387447 7.102431528 11.48558489 12.54875308 12.7184344 9.24830684 7.055120332 7.340561305 7.400780314 7.114658938 8.736042821 7.042503049 6.999072557 7.857521554 6.99243374 6.242356073 8.540390127
"X64" 11.43255532 7.168721859 11.75226414 10.96863612 14.48196275 9.473711895 11.61102288 8.931904986 7.480283434 12.41188103 6.80858247 15.21069829 6.947012083 12.71737423 12.91927618 12.87946694 9.294955195 6.941628875 7.218420567 7.327217409 7.217830487 8.568162745 7.013118573 7.012684323 7.86479963 6.980006382 6.437285807 8.840362691
"X65" 10.81821726 7.186851942 12.48206585 10.86460924 14.86664426 9.37380759 11.57035573 8.03812088 7.174997203 13.26209177 6.839672589 15.10366632 6.991367493 12.94785276 13.23365855 13.40114232 9.826783426 7.033883277 7.173534252 7.296611597 7.123801744 9.800522735 7.324039551 7.076137002 8.038513277 7.033503043 6.532748842 9.848504355
"X74" 11.17321215 7.371378241 12.17661266 11.06218896 15.45611815 9.918192455 11.65745948 9.046969945 8.382793204 13.10375211 6.946942997 15.25054855 7.166414451 12.98256768 13.32671981 12.77994797 9.502888135 7.01413848 7.173617019 7.27132532 7.11582319 9.889762579 7.290717386 7.077862241 7.91333432 6.995597916 6.341891412 9.693709027
"X75" 10.61375463 7.147272095 12.47682266 10.90477712 14.14838603 9.186114776 11.46778078 9.027253735 7.172594269 12.23051979 6.893791281 15.13813121 7.142978532 12.47514308 13.08394398 12.77846955 9.158399631 7.199468208 7.32513292 7.781194064 7.59115813 9.343370183 7.019454746 7.069213387 8.157010543 6.982138155 6.46162951 8.438376821
"X76" 11.44915709 7.093518337 12.33091209 10.92149038 15.06529107 10.05693019 11.53563484 7.682591848 7.730317673 12.97909852 6.844903597 15.12167889 7.015419569 12.58838701 13.10567757 13.04397821 9.475545524 7.021267124 7.265186844 7.41193175 7.142246711 9.368726778 7.125951633 7.031518037 8.165268984 7.001660819 6.96202296 9.500318174
"X80" 11.5454038 7.158017485 12.42942569 11.10089588 15.52277806 9.911988125 11.56036207 8.818174426 7.270777737 13.85884352 6.824116869 15.17020733 6.972907491 13.97799314 13.32670113 12.9659245 9.116167363 6.968230305 7.261499934 7.381136244 7.11020422 9.562566168 6.990065047 7.046023264 8.013320041 7.011252941 6.235970857 11.83653956
"X81" 11.33116156 7.111860104 12.32087606 11.3268429 14.98929533 10.09788657 11.72255162 8.286944551 7.319018128 13.25213725 6.991593562 15.35083453 7.053831803 13.38639887 13.27598929 13.08192139 9.946135352 6.967754792 7.202767272 7.532155793 7.65816921 9.280782597 7.021975183 7.066034558 7.825012174 6.980933318 6.668510635 9.367268666
"X84" 10.81173117 7.347075954 12.13319834 10.97641793 14.43400433 7.798826367 11.50609399 9.057655289 7.062176725 12.98959666 6.811785441 15.18213906 7.014827239 13.52100466 13.18519825 13.32618409 8.734578845 7.065928911 7.494907152 7.525361372 7.412944013 9.212595738 7.124248837 7.071378525 7.955986938 6.940439223 5.629299903 9.104343792
"X86" 10.87463561 7.280362964 12.68297454 10.91684567 15.15251007 9.818966331 11.70283066 8.243236884 7.375419732 13.07747489 6.814729205 15.1800288 7.047277787 13.09258864 13.25340724 13.00647047 9.300280773 7.049016934 7.107857612 7.643320378 7.258782084 9.161266609 7.030913103 7.089035394 7.812569034 6.967398555 6.339579443 9.440875984
"X88" 10.67581096 7.186489344 12.72457863 11.13354029 14.60334865 9.849390029 11.6645879 9.128346906 6.99397689 13.11710419 6.816618744 15.20642783 7.017273535 13.66632276 13.38096484 13.28645424 9.640188464 6.995782578 7.258980837 7.594472057 7.400590608 9.550295358 7.068518453 7.110073022 8.000109582 6.972795505 5.756624054 8.693740971
"X89" 11.53507124 7.149782303 12.59445282 11.19107932 15.0765942 9.560843439 11.50771012 9.800622569 7.163487082 13.18310628 6.969765919 15.18012122 7.334178653 11.77321789 13.35961937 13.27363074 9.225588136 6.992366724 7.301398065 7.253711737 7.342072969 9.555656471 7.069895337 7.040903083 7.601795629 6.939861503 6.100574139 9.700338881
"X92" 12.0562802 7.093297374 12.31115228 11.0786022 14.9194603 9.293255066 11.53737017 8.1486498 7.004443598 12.94994779 6.89676948 15.16094531 7.048515037 12.96805856 13.16114274 13.40596795 9.600447291 7.029363639 7.136657293 7.537848897 7.145756444 9.863821475 7.067732901 7.121926858 7.641762876 7.002592893 6.135205992 8.853568861
"X94" 11.03058726 7.470821174 12.62827712 11.291491 15.38811541 9.642520095 11.83713982 8.255850669 7.30447962 13.42343682 6.822272427 15.70891278 7.022439965 12.64768957 13.43218417 13.34988274 9.603925769 6.986607011 7.13968845 7.404076472 7.460246761 10.00449652 6.989982587 6.978270895 7.793402783 6.945660864 6.775181615 10.92176527
"X96" 11.76595699 7.112007934 12.75468811 11.05298369 15.42366533 9.702670532 11.59225065 8.779483125 7.077770399 13.2719455 6.931153112 15.15925163 6.999562264 12.98225443 13.32924655 13.40436015 9.120433758 7.028488359 7.229934873 7.43428594 7.049788817 9.725099356 7.015764782 7.023992713 7.628214498 7.091072699 6.800107918 10.75758421
"X98" 11.38882755 7.269073489 12.39053004 11.13907602 15.04895682 10.01869178 11.59125974 8.987153765 7.506142314 13.06675454 6.997475801 15.39709079 6.995458392 12.95425632 12.88609137 13.28098823 9.616002207 7.009622838 7.332618184 7.315734063 7.228086241 8.878630293 7.103759071 7.096616528 7.875519906 6.983438971 6.815147643 9.768605069
"X102" 10.88684215 7.249194728 12.37168475 11.02179608 14.91232655 10.13894515 11.41490569 8.544055015 8.247499642 12.82041179 6.903618073 15.13151337 7.009735198 12.98779288 13.01622018 12.97929731 9.47686682 7.006330392 7.320221153 7.598845823 7.164817638 8.357620082 7.007959949 7.022416771 7.80325495 6.94844935 6.62608256 9.225510892
"X106" 11.29905918 7.127629884 12.09271447 11.29878118 14.99980235 9.529919836 11.72242493 8.415006671 7.48657027 13.09206913 6.967063595 15.37462476 7.04344382 13.31940138 13.37819518 13.15351178 9.203317893 6.928297327 7.261197749 7.48719931 7.288135832 9.524428444 7.132142872 7.092139713 7.638179946 7.067291618 6.714016434 9.202620466
"X110" 10.89023405 7.35257206 12.55758398 11.28471428 14.57675616 9.289154327 11.61978158 9.470811191 7.274818284 13.21290259 6.864292475 15.28699594 7.040453909 13.42043504 13.23059542 13.24033444 9.593542897 7.009164849 7.065549436 7.481525161 7.329718882 9.3530377 7.033621465 7.027777407 7.951927145 7.045639655 6.072440586 8.81486365
"X111" 11.246551 7.254904933 12.19849756 10.94995412 15.27218262 9.503626162 11.38357847 9.07180703 7.322373718 13.27972992 6.847685292 14.96226997 7.042167364 12.22955168 13.09797629 13.18558836 9.218902081 7.089782439 7.158606864 7.194941428 7.1290618 9.472349426 7.166277282 7.034622112 7.766705195 7.01578742 5.981898501 9.586965574
"X112" 10.80433604 7.198608105 12.34504099 11.07271531 15.47756234 9.501373567 11.60325142 8.367942053 7.714180238 13.70567497 6.94273357 15.26356685 7.254101855 13.6869887 13.38382277 13.20181991 9.207195945 7.09960687 7.39892699 7.525356783 7.305047952 9.672038977 7.109219145 7.097810922 7.790292119 7.015588012 6.276819565 10.02750719
"X116" 11.3114063 7.387431413 12.4751386 11.18998604 15.05137058 9.802723507 11.78207098 7.763400055 7.102967398 13.18039649 6.795871677 15.34292727 7.028900454 12.61732488 13.2892788 13.16718614 9.636087462 7.018269448 7.20573217 7.734436664 7.106581185 9.331446785 7.070319999 7.097028878 7.867392787 7.00322963 5.730626702 9.312555006
"X117" 10.93126329 7.088627531 12.45924089 11.22712816 15.03804048 9.231590248 11.57607635 8.917874467 7.048702516 13.31658643 6.889857579 15.26184632 6.996596967 13.46427294 13.15561518 13.48212008 9.57815114 7.013464636 7.122399574 7.283770041 7.114937366 9.826398453 6.989580519 7.029445874 7.881077644 6.95303647 5.943825163 9.246067371
"X119" 11.41347213 7.376317887 12.35934756 11.15856016 15.44081254 9.920273947 11.66630987 9.049160192 6.960021375 13.13906109 6.890274881 15.15927627 7.124277229 13.82457591 13.17943975 13.10341916 9.485601632 6.967552572 7.252163408 7.471171883 7.118133471 9.070314982 7.082033289 7.144040756 7.912206185 7.018149894 5.822061397 10.10798917
"X123" 11.24930489 7.483287539 12.65951825 11.22059751 15.22725012 10.51981104 11.77878044 8.159237693 7.568175453 12.93803476 6.846055313 15.31121685 6.927925446 12.3338099 11.88853631 12.88702921 8.990101168 6.946028207 7.334759614 7.401042661 7.483184113 8.430084122 6.998244266 7.147712097 8.029525387 6.962438036 6.380103857 10.46403013
"X125" 11.52711789 7.274771143 12.45479138 10.94724276 15.48368351 10.36953664 11.59940625 8.472190391 7.633354893 12.68887357 6.886135747 15.1434552 7.086611613 13.03911698 12.64280586 13.05905987 8.756911015 7.06424892 7.196116641 7.39216106 7.170408579 7.857897657 7.114907029 7.095438629 8.081437943 7.208370209 6.140082724 10.09852193
"X128" 10.79921788 7.275213409 12.56211094 11.23669352 14.75790852 10.44400258 11.68741536 8.543932086 7.341735595 12.78621443 6.804526205 15.41814768 7.042149628 13.36690814 12.50078041 12.76312518 8.571230204 7.040086905 7.235421124 7.521748375 7.353812122 8.638271413 7.039209897 7.08232058 8.198661816 6.956040984 6.269547779 10.48666873
"X130" 10.94403271 7.235263789 12.25933268 10.84977386 14.75664213 10.24589452 11.55604077 8.289871282 8.037658518 12.95622975 6.840396698 15.28152272 7.00740568 13.47168217 12.8560075 12.83033884 8.721360982 6.923081053 7.191273293 7.617467289 7.143271663 8.327217025 7.083568889 7.161660659 8.201754689 7.036988967 6.611148897 10.05413423
"X131" 11.40468154 7.106438111 12.36164064 11.22403826 15.36178711 10.0984823 11.75730461 9.715631191 7.758571773 12.65173388 6.818017608 15.52212078 6.925186616 12.37896967 13.2192512 13.03131079 9.113333792 7.206662879 7.123949631 7.130566186 7.576497776 9.030755848 7.252677069 7.075966603 7.478106217 7.316754429 6.006212266 12.27799465
"X132" 11.05713686 7.454978903 12.43196248 10.9782803 15.23706015 9.833154412 11.38965773 8.659866644 7.272290007 13.28004406 6.936972152 15.23038431 7.028583663 12.91845312 13.01077024 13.42934219 9.07058681 7.151668146 7.088377818 7.186457695 7.074146805 9.418941867 7.070357616 7.112085392 7.817993886 7.004416002 6.529460722 10.21821881
"X137" 10.65353109 7.47668048 12.05225677 11.25759806 15.32719439 10.07111521 11.87439398 7.999841733 7.548465635 12.87683452 6.944372465 15.49780726 7.116307736 13.17378852 13.07473459 12.83819271 9.28309619 7.0692612 7.354178791 7.194634129 7.09492725 9.658633025 7.323412871 7.047630923 7.959656798 6.979781613 6.503500425 9.95038132
"X140" 10.77609738 7.242832066 12.49993223 11.26691252 14.93316295 9.7629366 11.81195668 9.2056451 7.365961624 12.62431235 6.976942427 15.45177742 7.035996581 13.0473764 13.39078519 13.24674056 9.299576021 7.009354326 7.190345906 7.146359839 7.216171184 9.454028823 7.027850838 7.069999091 7.901313152 6.992060519 6.068583529 9.349672453
"X142" 10.96946511 7.468402463 12.55396816 11.10819253 14.75377221 9.43228532 11.66437289 8.979460803 7.110416322 13.12795682 6.753073801 15.29293188 7.000201896 12.5734364 13.19466747 13.29966352 9.647733615 7.040161825 7.308315168 7.335498427 7.212271887 8.184582049 7.099575707 6.946147737 7.871063472 7.030986036 6.312240327 9.387446664
"X144" 11.11282712 7.322623513 12.60891838 11.16614959 15.02396731 9.529216465 11.62388936 8.537558353 7.31172972 13.39002576 6.869186875 15.34155172 7.036888568 13.48269389 13.35905768 13.49073131 9.747901691 7.003321643 7.391535051 7.279804197 7.329479373 9.000620187 7.03506327 7.083324455 7.862866768 7.023400998 6.072583949 9.880470497
"X146" 11.51241874 7.096592577 12.3530893 10.98383207 12.47306983 8.878631049 11.41947735 8.938466277 6.93158715 12.8772007 6.860089103 15.06342747 7.029532008 13.41885225 13.09716747 13.13589278 9.309038396 6.855699597 7.321015508 7.643336585 7.195545722 9.16321031 7.110746349 7.085637138 7.80479625 7.037389198 5.749008858 8.175609496
"X149" 10.96538804 7.142607693 12.61634573 10.96409565 14.62736202 8.998138545 11.62355059 8.726783721 7.040103659 13.12733669 6.921969315 15.17875959 7.026978009 13.71272598 13.28851705 13.44122243 9.137262202 6.952617274 7.314830382 7.287256034 7.094051414 9.873049266 7.165268317 7.090933222 7.704513088 7.005462038 5.903053124 9.238522459
"X151" 11.58330011 7.099541958 12.36572871 11.30604561 14.34179463 9.258421224 11.83248971 7.732187778 7.254697289 12.66957782 6.838463963 15.35704378 7.050605457 12.41383839 13.23442241 12.91814341 8.978442835 7.017711648 7.079142805 7.083381619 7.154416099 9.400659417 7.150650431 6.997952406 7.761531494 6.966551989 6.650623979 9.286311427
"X152" 10.78961667 7.537114902 12.27596326 11.17533852 15.40755996 8.769880698 11.60523007 8.87176817 7.700262753 13.47533896 6.918880558 15.30274391 7.024187569 13.26770189 13.41525487 13.42461603 9.502851249 7.02283117 7.235604463 7.247229419 7.113013803 9.646970908 7.110654103 7.068116023 7.512074339 6.985025826 5.782197384 9.942363935
"X153" 11.47229091 7.110085727 12.39527608 11.14407775 14.48672984 9.257325782 11.51804115 8.56442619 7.073155245 13.07718461 6.898138172 15.17171577 6.843182693 13.18403873 13.19990808 13.3265484 9.499507218 6.985865646 7.367123202 7.119836683 7.135907346 8.863604589 7.055329881 7.033225158 7.764322114 7.062819121 6.008343998 9.139087975
"X154" 11.0601969 7.061679943 12.49736424 11.01387905 14.43551091 9.377005453 11.53741906 8.96004832 6.868026327 13.44350083 6.897816751 15.14722291 7.359235538 13.06524612 13.21452951 13.43244895 9.153879234 7.006648587 7.602904571 7.485311345 7.375640275 9.906016895 7.057750684 6.992581374 7.982949771 6.916789587 6.378609156 9.551453131
"X155" 11.38846577 7.086681378 12.54475807 11.11310278 15.11850989 9.313964589 11.70571413 8.648916094 7.279748459 13.23878999 6.82929843 15.33585112 7.040858275 13.07894469 13.42592627 13.44887893 9.480661798 7.022602023 7.232115352 7.419525388 7.037581127 9.706669401 7.038084894 7.111850324 7.946810593 6.986851457 6.398083111 9.640930648
"X156" 11.26968513 7.389613207 12.71109082 11.08550806 15.1455059 9.149995293 11.65093604 8.755649309 7.210081466 13.56003209 6.967505258 15.2593122 7.03705909 13.21814248 13.40129438 13.17818 9.649850663 7.103172928 7.387539215 7.516130634 7.158388349 10.14720624 7.056704697 7.087872241 7.92679203 6.968544684 6.035720468 9.815533472
"X157" 10.845845 7.350083242 12.48345441 11.15382004 15.02004354 9.407480306 11.67894175 8.308566658 7.117786558 13.26736967 6.962540319 15.26042018 7.176795809 13.03523207 13.2819542 13.31168904 9.44852062 7.024894297 7.176956537 7.506912437 7.122347386 9.828117982 7.06531177 7.101931986 7.87733865 6.914207698 5.926226357 9.596134947
"X158" 10.64204085 7.353531137 12.23977652 11.09845171 15.34784905 10.09418397 11.67784665 9.542565972 7.206249419 13.29681637 6.950685293 15.45328371 6.993891924 13.59682315 13.28881253 13.08416179 9.256390277 7.016709366 7.291416486 7.653210028 7.118315715 9.978462892 7.050607738 7.101997131 7.929022995 7.02285496 5.893801495 9.774315612
"X159" 11.47757288 7.357332764 12.34131544 11.35819283 15.64119151 9.617840755 11.63050197 7.927443734 7.496123282 13.75162186 6.939473209 15.32144204 7.042769569 13.66036678 13.2101208 13.24762227 9.860369264 7.0252211 7.132372429 7.292396413 7.366899202 10.29390672 7.02952994 7.10668852 7.891905613 7.004991897 5.930420172 10.19308291
"X163" 11.66027036 7.142452775 12.63016691 11.28464868 15.56548464 10.1747809 11.65410067 8.234845697 7.75033997 13.20548191 7.029195981 15.28565383 6.995643241 13.26929116 13.24762281 12.88179426 9.350929371 7.0191591 7.335107397 7.103119847 7.266118191 9.806002423 7.065603857 7.093206936 7.83068215 7.031800566 7.661456358 9.730675561
"X167" 11.39389859 7.111832997 12.41099661 11.11461309 15.2237532 10.03855332 11.66607481 9.319623916 8.167358989 13.47075636 6.895082996 15.28864636 6.965177919 12.98421567 13.11005724 12.85722651 9.214431916 6.987805179 7.102051075 7.418977093 7.113205817 9.507811253 7.018355788 7.085007631 7.802939766 7.046162677 7.371590109 9.8572867
"X168" 11.23517492 7.498569668 12.16628325 11.12042101 13.85281221 10.10840394 11.57329449 7.707728194 7.136115631 12.7296726 6.962586509 15.08696811 6.942108306 12.26680423 13.10864269 12.8171083 9.650041418 7.021513499 7.215356454 7.229093391 7.319919263 9.157196544 6.992791605 7.061603175 8.376265354 6.95952808 5.855100486 9.34228156
"X169" 10.93203931 7.295015371 12.58575892 11.04848679 14.82309158 9.292894048 11.73020766 9.071680937 7.343829506 13.07077672 7.010785192 15.37356934 7.075108144 12.89451376 13.24000125 13.23226119 9.854943172 7.039121588 7.132731508 7.081395011 7.367758355 9.496316082 7.002428602 7.100162756 7.800893987 6.983544566 6.379993467 9.331077659
"X171" 11.29799665 7.193940614 12.5169817 11.00611258 15.51192229 10.2974161 11.57801955 9.141666143 8.030497618 12.6345792 6.808394803 15.24948758 7.131491494 11.99325464 12.82759779 12.5518019 9.009977584 7.018279716 7.288241704 7.331686373 7.196338289 9.017445467 6.934906013 7.087271979 7.800953404 7.117652817 6.33859468 9.874659798
"X172" 11.6669861 7.355367251 11.99841618 11.22586367 14.4665744 9.670744989 11.73503975 9.236092152 7.133135244 13.07620656 6.910458707 15.30000897 7.00026376 12.85305407 13.24472762 13.07467718 9.947121244 7.025081399 7.333896261 7.567390893 7.289070934 9.769844276 7.126169544 7.054408145 7.941976812 6.995980401 6.115170537 8.827436041
"X173" 11.44888622 7.371353789 12.41766031 10.86446127 15.02016028 9.878287974 11.53072362 7.866866028 7.344794825 13.26041404 6.949523584 15.13599074 6.965668085 13.17677135 13.11792197 13.1937115 8.931286676 7.036603002 7.463441953 7.200131584 7.344340974 8.515267043 7.024486195 7.072871628 8.114841608 6.956607603 6.248109981 9.897822392
"X174" 10.8412984 7.512560748 12.73634241 11.26460063 14.57893837 9.146505027 11.74440327 8.197761939 7.486883175 12.45877216 6.778194397 15.4019225 7.234119514 12.62353562 13.31871435 13.03839392 9.759652169 7.00162137 7.085135174 7.81697952 7.292528877 9.569360927 6.987747636 7.065947827 8.152336261 6.974047826 6.413658076 9.047855443
"X175" 10.41671679 7.48417053 12.54537335 11.01619096 14.50254028 9.31186728 11.55934644 8.300774903 7.396248729 12.76720646 6.786889521 15.23508408 7.019051541 12.29859692 13.09043216 13.22847338 9.317449727 7.116065924 7.241228862 7.372054083 7.100845101 9.542884572 6.992816518 7.091616493 8.206717679 6.924590057 6.162363776 9.285794652
"X176" 10.79267087 7.450789041 12.64939367 11.18213543 14.28965931 9.962052622 11.59852654 9.633465572 7.537517513 12.98300302 6.873267891 15.47254837 7.206143512 13.03448114 13.05523517 13.23707895 9.3170977 6.982586192 7.447754866 7.686449675 7.041198772 9.611120678 7.007680744 6.990987838 8.105541545 6.985057529 6.510339613 8.58908592
"X177" 11.72131971 7.22341501 12.36143375 10.89128607 14.83296856 8.97841216 11.51119843 8.83568657 7.12467491 13.53083563 6.914042065 15.11242842 7.018656727 13.47745472 13.08372769 13.34930753 9.447994852 7.04521778 7.215297232 7.402451668 7.145228167 9.864648485 7.096496518 7.072613424 7.729224837 7.012174866 6.073793491 9.189514631
"X178" 11.08011319 7.252259353 12.49302556 11.29787436 15.54963894 9.582992848 11.68800958 7.775740403 7.178379994 13.5144789 6.868963484 15.2944517 7.017391514 13.305285 13.34365907 13.45702304 9.540301482 7.056515591 7.399609693 7.219475221 7.233399037 10.03139232 7.021083267 7.056649766 7.664758456 6.957920285 6.167878261 12.06461421
"X179" 11.5572694 7.305219597 12.38227219 10.94025356 15.52280518 9.582756196 11.889435 7.990014182 7.319690919 13.48924279 6.971616193 15.27203963 6.995633699 13.44102469 13.23535833 13.28163803 9.492791237 7.037094719 7.32211187 7.586412363 7.161663505 9.043276826 7.015328948 7.096393073 7.74488524 7.032736738 6.352413599 9.596282452
"X180" 10.93461017 7.09563141 12.21163285 10.97612479 14.03186121 9.433785767 11.50093161 8.038071353 7.348167566 13.00306697 6.897437126 15.20787086 7.061315978 12.56247289 13.26937959 13.05669632 9.229215695 7.006558553 7.195542565 7.251996941 7.032640553 8.972452957 7.203268727 7.056332926 7.491716976 7.199694665 6.642929452 8.789804942
"X181" 10.71862122 7.379580558 12.55934579 10.94504043 14.85094164 9.636145424 11.4398843 8.784270927 7.400930755 13.24138266 7.020251938 15.17487571 7.037331482 13.42980707 13.25423224 13.14282372 10.09738272 6.961571311 7.172548673 7.694042131 7.254474448 9.114327507 7.041088552 7.11811511 7.791650289 7.02333016 6.537787532 9.080793754
"X182" 11.52826137 7.220451889 12.71913851 11.21469507 15.00213055 10.12335715 11.85619335 8.884128722 7.146967859 13.18122613 6.789020517 15.39393148 7.027348957 12.48675191 13.46857091 13.16074646 9.165291863 7.019441276 7.173069062 7.489061008 7.201279176 9.926702146 7.01193681 7.047330745 7.82504645 6.997450267 6.340496017 9.781314674
"X183" 10.99734836 7.280916446 12.57283508 10.98556756 15.05423013 9.21752005 11.63180017 9.38113543 7.073394949 13.3412387 6.88163606 15.14234074 7.075186249 13.36942252 13.36036632 13.17460141 9.876478876 7.039388199 7.135140435 7.247929242 7.135927453 9.356615428 7.083022475 7.135755894 7.776983066 7.05450866 6.164911627 8.870874094
"X184" 11.33155561 7.302230158 12.49154791 11.15831408 15.68246675 9.563265142 11.60691087 8.69911727 7.198017772 13.62424139 6.82689614 15.29873515 7.066209184 14.02373132 13.41993012 13.52947882 9.719626885 7.023806856 7.348245029 7.206467007 7.045307857 9.160075917 7.01377827 7.053617624 7.664866893 7.015105692 6.016347964 10.8408539
"X185" 11.60945691 7.265372109 12.50494422 11.07788395 14.51764099 9.730985218 11.54522652 9.468545749 6.959168448 12.45968678 6.936107583 15.19788239 7.019502789 13.02173056 13.04632031 12.84125247 9.24635701 6.999792051 7.631541805 7.24486023 7.050798715 9.209022623 7.131907435 7.045582188 7.701641502 7.023233792 6.293446551 8.710384907
