"PC1" "PC2" "PC3" "PC4" "PC5" "PC6" "PC7" "PC8" "PC9" "PC10" "PC11" "PC12" "PC13" "PC14" "PC15" "PC16" "PC17" "PC18" "PC19" "PC20" "PC21" "PC22" "PC23" "PC24" "PC25" "PC26" "PC27" "PC28" "PC29" "PC30" "PC31" "PC32" "PC33" "PC34" "PC35" "PC36" "PC37" "PC38" "PC39" "PC40" "PC41" "PC42" "PC43" "PC44" "PC45" "PC46" "PC47" "PC48" "PC49" "PC50"
"X1" -43.697711453385 -20.12696382888 -7.40656610000362 7.42740862318435 -40.0092146319496 12.000874471228 -17.0594134726454 0.424650835664963 -0.943161336068721 12.1912740019447 -22.3418802232274 25.0123011527782 14.4775639583142 -6.21562021725668 10.817188781443 -24.7818512420924 14.5125326869997 -6.3403428571873 9.80870944096581 -8.82454875673792 13.3945111299928 -14.5202585250111 2.68414219724236 -12.7354847200613 3.39523077510448 9.86787219841645 -7.8406291466843 8.01374189286035 -1.4806517643751 2.26505277943482 -14.1685712487443 2.89845572335418 -13.1399422810929 9.38872828757839 -6.85123680176575 8.59328818861015 -13.3178113081022 4.0207237327051 -3.64394388176261 3.40270747036287 -3.62100437901095 6.62815220677913 -0.281565193192123 6.75294620849109 -1.74046715395756 8.59530594342743 -4.30434622315343 -6.27521187656165 3.5214346504404 1.13582958425621
"X2" 7.23891193720823 38.5634618135706 39.8225306082833 0.223864557763831 -20.7980884573317 2.12502048185707 4.20510334613039 37.2799148296403 7.33294508221899 -6.33965561663854 -10.9700830520663 17.3199236842026 21.7347647674336 9.80364912379634 10.2647623883216 -26.5519487191224 -7.59602217097777 -20.4835595813228 5.98929209401788 -14.5230646084066 -12.3232363462876 -12.1985186766851 0.230014999731481 -3.14767591719802 8.68173203511909 -4.20522313775242 3.78170905299575 10.5152345735127 2.21198256642748 0.417005926600809 -4.10328554860946 -11.8675425878021 -5.11077604751679 3.35742386719927 -6.90187163180892 6.54573239809122 -5.27100196377622 6.35383272481022 -7.91434996319298 -4.63626199804603 -6.30693847271182 9.64330245788253 -0.0173343422614662 -11.008799664233 3.07891930679891 4.98297378169814 7.78111500491021 0.388509882535408 0.656896558001821 -10.7230764675937
"X3" -1.47478768096243 5.61238212404658 -16.7984120201947 -32.9708331514373 -20.3215418524251 -2.90167407067966 12.2905729550793 -9.17181210395762 17.3574462129356 -20.6410883071189 -49.8546695911697 32.311321276664 42.6735281649605 -6.71563052306468 19.1323737912152 -33.867092666993 -4.17248389742077 -17.7742972563808 27.1280777822074 14.3657739439211 -15.9927039102311 -4.82195472643172 18.4782349855539 4.90904580362055 -4.92507084890944 23.1766753546152 21.2579506269793 14.4086017368825 -10.5920673826448 0.458038552475946 -10.2370761533608 -18.7428369526088 -15.6519813444793 7.3650954157563 8.17220057077784 20.2581054195184 17.4940247816648 -5.13746895337093 1.48528268265479 -7.06056589690308 -3.71300576203355 11.417111719028 -5.76171230906031 -19.8297446761332 -0.498342123497868 -25.6234084458123 11.2016268134175 -6.04040159114634 1.42585546699487 -6.4664133180543
"X4" 18.1143418690535 -25.3275245599209 11.917285706195 -31.6411252124552 13.6965140502753 5.53513447439415 49.1856526111148 67.3520287488205 -5.55416062138863 -2.86820042217142 -25.3002998232611 9.96514045912821 2.34818622620101 20.0957643267262 -15.4525340903473 -6.23368408012806 14.1259879314719 -3.51211321918082 1.6527758984117 -10.1267777227933 -6.067036098084 9.20476709453215 -0.525299373701155 -14.5363783247715 -14.2873836695522 3.42681643312516 -6.37557501962147 4.47551123428572 -6.78426846975795 -10.1530977350057 -1.27599855773461 -10.8258650571634 2.79688674342501 4.03805168303713 -4.49623551903229 10.9874593405896 9.91924058397444 -0.67879754458122 -12.6897047411302 -0.704791218459933 -3.97568122337889 -6.9887547730432 0.894341356902807 -2.68884616060163 0.819388074561022 -1.33916904000097 4.14160351077533 -4.159711039829 -2.11243573095453 0.00562897232081955
"X5" 59.5300028917559 -2.52063827501639 17.1354902352249 -24.097146393721 -5.71291281396196 -23.5954161034299 -24.0063670540366 -2.42025503861893 14.678644948837 -4.74680632830287 -1.16367905275869 14.4704153504975 19.8714582962393 5.35346703088001 5.53476661550003 -11.999264960409 4.53896261578076 4.8210842500719 10.2753036209876 -2.74123154657882 3.55858086718058 23.9987214994992 -1.73424403506353 -5.31797814798239 -7.1953868578099 -18.0238737796453 12.321241718208 8.39279639698865 -5.64124732060811 9.93940840891614 -4.9387269844433 3.80004527082822 -0.373966226940373 -9.71835287319087 0.701641975864626 2.55560308293105 -5.60424456355494 1.96706661475371 1.44006982347865 7.05818552369493 0.392041840860628 4.38810188452294 5.30120598964284 -3.97339414485469 -5.3914725978583 -3.14193364299282 3.09796167474043 -1.13792290573836 3.26521476759735 1.2900040729953
"X7" 26.4597145029616 -104.3723786204 2.06267000944697 -20.9216209910442 -10.948469400049 -19.4816411717585 5.12317994598381 21.4305042935754 30.263793583847 0.458744046969847 14.3683800128533 7.1337820038071 31.0008136523953 8.82789309798806 -11.6762549636907 10.4205933927161 0.724410254950762 -2.93256825425086 -10.83294407547 -1.22485430461993 0.132605265696125 0.69107825148958 12.0751757351678 -3.15151047663557 -0.531973074834201 6.23897420159302 2.40425503752258 -1.42536178269736 2.75541248547788 0.591969426800452 -12.7709200026551 -10.373184041753 -3.96222101201282 14.414163660136 -7.39269709769119 -3.75832956285442 2.7589252614294 -3.81068547939284 10.4070084355172 -6.24437386271292 -2.53841139781836 -9.51344162285112 -4.16646634674536 3.81721720626576 2.38950097047392 -0.899038597221601 -0.93753760748664 0.858209860566493 -5.49444948372931 -0.241656369302821
"X8" 1.31537462332248 -63.0361603869839 -15.688314503146 5.40210469633439 -52.560004398366 19.8693293062296 -9.18649866184843 7.33895878735733 23.6467017978945 10.1247328736861 -18.2780507776561 -0.150896468469908 34.8215569264138 14.0727268517316 17.9174307852525 -14.8612163383935 11.4680235452584 -6.51718213466924 23.7365077902172 -12.2930108125531 12.8992930581294 46.1586216921602 -14.2246251686266 9.6113675850944 -19.0026311270105 -15.7936564472566 12.6269675974563 19.0760505064288 -4.23114262751132 -7.16914030753142 -6.77239113617722 -6.34146501017925 -3.09611710722693 0.941089469841742 2.20525715934109 4.56823528172633 1.52446056356597 -2.68253868122263 -5.5617557877208 9.07533663428037 4.83176481691929 -4.06656992187276 -0.342894679137649 -15.6231975882572 -3.98268778165125 -5.3481369705487 2.01412457725564 5.34741765422865 -6.37074164008834 17.6083210532663
"X9" 8.67556647914772 -80.0285454017869 4.23165287488022 -15.5043553681207 22.5787032875167 -18.0672286244133 12.1229264947971 -3.63043451030013 50.1052703165173 20.4732336317495 30.7769488506109 -13.0026971834874 49.9004768165382 21.3341529743749 -2.12413815869396 -2.48026232593437 13.5807000469923 2.88552958044036 -5.1649880443643 -4.12912096448779 11.7004161832917 12.1244963469186 -6.03207619707299 -2.66891804408198 -3.99230852331276 11.284450004125 8.71001821420997 8.51828479364941 6.76563308070041 2.87820641039461 -9.801779051163 -3.55003806106064 -2.00471771124349 18.7759370419967 -8.46433045479701 -5.40309735444168 5.77476666615461 -4.56566472206862 21.6444491561814 -10.7568147465383 -7.95249452499771 -11.5779623208138 4.3301435040308 -0.335871798427624 5.46735673168199 7.91778498896245 -0.375548757300969 8.15945601415337 -9.20168003621481 -5.69377339419078
"X10" -44.4398955232346 4.04062502906756 -31.2640628845545 -12.7401222863811 18.0286138904003 -43.1413637855025 -7.50809042639757 -9.94793396831034 12.7808599563436 19.8587897346345 11.757956529857 6.63128368365701 15.6269922239368 15.6853179648173 -11.6534882264844 -31.4211972218749 3.80337360948027 -6.56037735433401 20.915867408223 3.55508832357397 11.9113721936052 -4.49563725039371 -5.94711420798522 -13.7508660665403 -26.3141374247149 -1.79795171207265 -11.3109135526193 4.09242474664677 -7.23702529115544 1.12641557044709 -0.043969350115948 -9.55172193748465 -2.74067202268874 -1.70798485693876 -11.5621230868403 -9.5806117114303 -6.80926547868097 8.91932136204164 5.24790922588953 1.62588937063809 4.30042988874686 -15.1688532568083 1.85802282561355 -1.11319028015661 -9.36206498038145 8.82756478353668 -8.51280484619291 0.927942634746364 -7.1705422783726 -16.3770232816595
"X11" -21.0513121970781 -56.9921234839228 -21.89061243708 -1.8303963358739 -44.7055056512428 18.7073072637206 -5.59081039484364 8.95476919843232 8.80399173171904 16.8849427772384 -15.930755759866 -1.467090479889 35.4761262125132 13.6887466353377 3.28366700173332 -7.59272686732595 5.03910950292463 -14.0784379580149 4.37812340275541 -4.98035861389592 -1.32393122341682 2.61114851568166 4.01376878780356 -11.1643106645191 -9.9160643898411 10.4974185768035 -3.0606847546731 3.39967755453585 3.21433186466002 -5.75720528482693 -1.63498057329608 -8.49163457729479 -6.31675418648711 4.99094833990141 -4.27686084455625 5.20172056569527 -7.13311474337876 -1.91858672919906 3.20631479096707 0.93317527773902 -1.79990160311509 -3.10845172385483 0.921504121341563 0.781566235049093 -2.23574447536463 3.44812301750771 1.26059341528446 -0.0456986236031793 -1.25629132992839 0.179240890172113
