"ILMN_1774874" "ILMN_1705769" "ILMN_1787897" "ILMN_2184373" "ILMN_1791759" "ILMN_1720048" "ILMN_1671509" "ILMN_1674563" "ILMN_1791447" "ILMN_1773352" "ILMN_2052511" "ILMN_1775501" "ILMN_1704321" "ILMN_1699651" "ILMN_1728106" "ILMN_1778457" "ILMN_1674167" "ILMN_1772674" "ILMN_1735208" "ILMN_1738725" "ILMN_1793988" "ILMN_1775822" "ILMN_1809813" "ILMN_1716608" "ILMN_2375879" "ILMN_1790149" "ILMN_2207504" "ILMN_3239965"
"X75" 10.52102484 7.259198919 7.191186398 8.914540861 9.736263922 7.257754068 9.139070893 6.990638095 7.587374362 7.87812671 6.831778366 9.334521543 7.050921695 6.527497891 7.676430895 12.49985132 6.909963219 7.039089684 7.208221622 7.189873021 7.208348859 7.229583164 6.994170283 7.05606819 7.517932856 7.14353338 7.110375347 7.137057103
"X76" 9.36968257 7.089049966 6.933831023 8.822605574 9.230325956 7.966973743 8.567290292 6.671953322 7.470170529 8.028466536 6.926147723 9.459219485 7.005900935 7.183274338 7.921885595 13.0663169 6.804030022 7.023211945 7.15442313 7.372652378 7.399195585 7.299159018 7.066915172 7.046549964 7.107806562 6.953944068 7.025182452 7.132603933
"X77" 9.320496749 7.107457205 7.107319071 8.483062178 9.698526133 7.637844432 9.438406674 7.067614789 6.960765813 9.580306658 6.885989664 9.418110378 7.01219893 7.279990843 7.716099373 13.072676 6.897461528 6.993572432 7.128083005 7.24136296 7.482458329 7.400655531 7.059832272 7.025554177 7.225104258 7.125089619 7.548481424 7.13217267
"X78" 9.818352653 7.111738956 7.080589024 9.455320772 8.806575685 8.096009842 8.53125691 6.908112289 6.950517251 8.532768012 6.782898605 9.967560741 7.020100496 6.933772785 7.377175523 12.94186915 6.908015803 7.061935139 7.115834224 7.111393652 7.269598415 6.925003414 7.119106194 7.014701376 7.914427305 6.970065422 7.262838217 7.16216831
"X79" 9.518977796 7.041517828 7.824019606 9.155469543 8.612541791 7.421870933 7.892753105 6.983251451 7.011675229 9.66891376 6.854121163 8.786927826 7.017869842 6.619595904 8.595167437 13.06864021 6.860914334 6.979491342 7.202248658 7.178201785 7.240427317 7.814304239 7.282141468 7.006897618 7.712405201 7.136519084 7.47100002 7.049093975
"X80" 10.45323661 7.010541375 7.077514348 9.429254613 9.289201916 8.416464556 8.4054894 7.019920007 6.982674376 9.481616274 6.923370375 8.89161587 7.231939597 6.543970816 8.684104881 12.60214301 6.963966862 6.990812144 7.088251819 7.065872986 7.201508386 6.833488312 7.191198103 6.963797076 7.921069796 6.986860003 7.244928847 7.233835648
"X81" 10.17616825 7.080244808 7.244888463 9.909682494 9.741450555 8.306552446 9.974080807 6.944306027 7.02605452 8.681710109 6.877859817 10.68666751 7.103308383 7.302407463 8.322758801 12.76099328 7.101894517 7.029713686 7.224236549 7.231165418 7.269988679 7.760839713 6.996890055 7.088717415 8.100521682 7.079917055 7.353460203 7.688066813
"X83" 9.926496369 7.228808923 6.999034481 8.751587376 8.556700946 7.518564251 7.780583238 6.949805095 6.996855962 8.640438262 6.785440058 9.078123974 7.23542803 7.184793224 9.661100819 12.82865414 6.554420891 6.97917628 7.248525939 7.474479478 7.192504064 7.107566977 6.993388238 7.040813146 7.412677756 7.18034207 7.009454658 7.346111663
"X84" 10.08816007 7.026391343 6.876932911 8.616815804 12.90336723 8.22603615 7.448927175 6.865267465 7.04418575 8.818145722 6.878557954 9.553597015 7.030547616 7.209865052 9.118578887 13.0068863 7.048576855 7.037638789 7.272648791 7.286824631 7.228120237 7.106710967 6.995611038 7.051862329 7.823885737 7.143955849 6.822286115 9.840375584
"X85" 9.656900317 7.105429961 7.216367035 8.377621313 9.502823323 7.272683964 7.322689026 6.858303735 7.187197733 11.52894464 6.863702642 9.164645471 7.041086461 6.618628026 8.295038241 12.73482977 7.13849923 7.064903768 7.155050142 7.197562261 7.21002205 6.772424133 7.000962232 6.942865812 7.937693515 7.1440041 7.25347717 7.171297472
"X86" 10.6461971 7.051843381 7.187545065 9.130822204 10.07226393 7.640126223 7.569989857 6.995243315 7.221760119 8.395561517 6.910397973 9.174704938 7.09870201 6.917508285 9.227111262 12.74619186 6.910910899 6.97042318 7.115078723 7.263020183 7.232471397 7.319312784 7.035776399 7.090037063 7.683884572 7.142152875 7.461527755 7.169109195
"X87" 10.81873806 7.074237666 6.995680363 9.212553646 8.68295865 7.255836181 7.380513909 6.958866181 7.590075813 8.368215791 6.895785364 9.149002127 7.030923112 7.339136494 9.482363558 12.40676526 6.874552339 7.037654221 7.125091836 7.137215747 7.361840808 6.740286593 7.207197554 6.900298233 7.619186408 7.158914492 7.215912174 7.379947173
"X89" 10.21909604 7.21784 7.220179298 9.2210925 8.731127944 7.845597677 7.823084808 7.127805331 7.260308215 9.100441211 6.902908662 10.43625587 7.066906007 6.873391834 9.376440941 12.3845684 6.959619455 6.973335416 7.279002123 7.133023292 7.372979754 6.766846294 7.004083116 7.072433636 7.841260809 7.125232069 7.010362992 7.228032227
"X90" 8.971986301 7.230530955 7.19824607 9.556561318 9.306304173 7.411796174 7.695380308 6.975107516 6.992404524 9.742517202 6.87544341 9.407556982 7.026984097 6.717042756 9.197522529 12.85501259 6.921378256 7.068048883 7.133195132 7.039698628 7.262747606 6.883582796 7.192936552 7.121061887 7.893783111 7.170148764 7.328466655 7.173815549
"X91" 9.775771916 7.227199008 7.192465847 8.975773283 9.426553506 7.689649031 7.441671241 6.920456819 7.112335296 8.823490044 6.825590665 8.85485114 6.99866061 7.752401385 9.054743475 13.15692093 6.935376519 7.039575516 7.138007061 7.0669956 7.208240531 7.338705739 7.116233507 6.938718146 7.174671185 7.020584927 7.406590455 7.138184554
"X92" 10.02920712 7.069707286 7.301369051 8.71577508 8.155566639 7.259380758 7.170729776 7.007475073 7.223430033 8.755395806 6.846779981 8.28315199 7.055298478 7.125977184 9.05936618 12.48937889 7.241883838 7.057692488 7.143061867 7.176760731 7.145346261 6.976273079 7.031790623 7.091359315 8.162030523 7.154017051 7.434661995 7.234912215
"X93" 10.17729087 7.407274888 7.215250108 10.12239996 8.244021721 7.283170273 9.78076102 6.998137386 7.15057205 8.856215678 6.798703517 9.920874821 7.022530683 6.964016826 8.234348089 13.07840179 6.932711064 7.016238559 7.187378284 7.158919913 7.261682299 6.896322745 7.128417392 7.075735535 7.603701043 7.239841659 7.374466231 7.203107301
"X94" 10.15521225 7.05375208 7.202945945 9.516593703 8.901565613 8.486075484 7.543691611 7.073428852 7.002978716 8.698227793 6.873415632 9.09845336 7.17424269 6.646647711 7.885448802 12.68029647 7.287579695 7.04347531 7.070633571 7.128041624 7.261856248 6.763276114 7.073025701 7.091521741 8.052427327 7.15158596 7.111338762 7.219082443
"X95" 10.51312935 7.118902228 7.033992204 9.718218069 8.712611903 7.256714384 7.830023546 7.065795483 6.97856468 8.903510872 6.73020599 9.656612384 7.082242912 7.057788238 9.082950875 12.8022738 6.897760817 7.123350489 7.126783126 7.272844498 7.216097338 6.805938163 7.007509448 7.032549569 7.67038478 7.181812617 6.992413572 7.248797426
"X96" 10.00132691 7.188253412 7.023326718 8.988015192 10.35943183 7.245122378 7.383416703 6.922581177 6.952078684 8.242840009 6.913717642 9.345026742 7.016876908 6.805363669 9.898649141 13.19970395 6.877654918 7.006407171 7.09561886 7.40694592 7.419404713 6.780661314 7.08581985 7.090345079 8.154509866 7.145433504 7.404589747 7.66601862
"X97" 10.1511179 7.30488153 7.204390029 8.884176716 10.36542268 7.904271283 7.525447189 7.308456585 7.291641338 8.667239855 6.828856996 10.47406921 7.053152935 6.69573796 8.879121221 12.46426592 6.997346717 7.156067798 7.18263869 7.036770598 7.173010364 6.980065301 7.017705115 6.915273401 6.982999355 7.164114992 7.193942896 7.424638701
"X98" 10.41174676 7.236246259 7.114217405 9.961720411 9.174617691 7.510984966 7.73983015 7.130883502 6.93560864 8.312721623 6.896342655 9.404161377 7.082598888 6.542027349 8.396747722 12.87515294 6.900573971 7.017612344 7.204402431 7.380518673 7.345044134 7.018495531 7.03265021 7.075081733 8.057443207 7.135112614 7.481758419 7.333271096
"X99" 10.4883305 7.264036539 7.164750156 10.47475589 8.919146856 7.325718699 7.96510311 6.994315787 7.473027602 9.989800058 6.854554696 10.23675783 7.04082516 7.287283008 9.317605678 12.48469229 7.181785078 7.057411792 7.435450492 7.023867453 7.125725845 6.931054855 7.181903203 7.000945247 7.590562642 7.223844284 6.925085695 7.393532155
"X100" 10.62730964 7.038048418 7.08963717 9.495117869 8.387082926 7.263783286 8.466360899 6.999313774 7.636923855 8.920578117 6.848619134 9.373074718 7.306355399 6.494871301 9.486995966 12.24442629 6.848886734 6.971116541 7.169038665 7.239154738 7.35464738 7.179898059 7.237750955 7.006268889 7.943846019 7.115476325 7.35566108 7.562699986
"X101" 10.21592778 7.253473859 7.090888808 9.697004512 9.133492011 7.343765341 8.223675761 6.846350727 7.112178228 9.423463674 6.900033174 9.997069028 7.242492361 6.784987284 8.542833681 12.47800164 7.16183013 7.025633374 7.133564093 7.187712663 7.057625399 7.044022821 7.186427078 6.987315731 7.808423303 7.055092391 7.483054522 7.117970457
"X102" 10.00538869 7.152446242 7.319248928 9.632229528 9.445683345 7.360014182 7.824414571 7.077966213 7.453297587 8.861654551 6.934289778 9.555788267 7.086125116 6.728349053 8.423984765 12.77692526 7.09191158 7.096984918 7.247114341 7.199349497 7.225138468 6.818267314 7.194781207 7.123729883 7.544011472 7.194240871 7.30950006 7.177497844
"X103" 10.23185323 7.055120379 7.170673463 9.857641978 8.402078972 7.634454839 7.684534762 7.121397204 6.955526442 8.405449783 6.977902141 10.16362908 7.059802619 7.275448288 9.14334443 12.01036024 6.929754829 7.011417905 7.093270554 7.075153607 7.218070615 7.133269888 7.228377832 7.082630372 7.921803529 7.14966278 7.203255868 7.131648905
"X104" 9.976066911 7.055818175 7.187581611 8.339480728 8.534471947 7.169826395 7.305221551 6.9998449 7.175056986 7.729708835 6.82342191 9.145755153 7.02834047 7.451855893 8.894672322 12.22590112 6.91351656 7.047664495 7.190606455 7.222990194 7.133172264 7.342417462 7.019500949 7.090177262 7.661327039 7.47298751 7.228123742 7.158224894
"X105" 10.75678926 7.136839799 7.197169836 8.959274736 7.697939881 7.201500405 7.01963883 7.203342015 7.068347125 8.654109194 6.839107784 9.036092875 7.043865167 6.663673584 9.495765994 11.87526019 6.904895144 7.093856413 7.180629085 7.189738346 7.220228227 6.89289986 7.139364901 7.128495658 7.641524094 7.396074164 7.024437346 7.155572691
"X106" 10.57430646 7.141937359 7.534595733 9.703941577 7.905348249 7.207088441 7.460542782 7.313677686 7.397298874 7.752573832 6.840641137 8.738232868 7.023249223 6.643018251 8.3096047 12.573841 7.250955744 7.071558734 7.294590231 7.191150589 7.373119076 7.5190592 7.066162204 7.069314376 7.616968025 7.126920919 7.461307404 7.227984544
"X107" 9.816928242 7.128861362 7.185003085 7.831035188 8.735671289 7.231379988 7.161389396 7.050498105 7.177787398 8.785508015 6.97965857 8.420143752 7.079375606 6.725363973 8.693340562 12.88220303 7.119815511 7.038271017 7.172048614 7.116185039 7.08505754 7.000664109 7.123027735 7.075914068 7.382205882 7.09381691 6.8572796 7.339426987
"X108" 10.31981045 7.193205794 6.97588574 9.349096879 9.814161615 7.870734348 8.040614244 7.039405542 7.112675296 8.545339984 6.943262786 9.217884802 7.034977028 6.652530633 9.477904569 12.7917169 7.012695508 7.018788974 7.117572109 7.008313081 7.130038888 6.777549229 7.094460542 7.100311142 7.365296044 7.148287597 7.225758419 7.223703167
"X109" 10.17219503 7.248936957 7.021056786 9.082679009 8.913507547 7.496722493 7.254840379 7.230100994 7.513202797 7.706582756 6.943725796 8.519819939 7.070702284 6.600210736 8.705257681 12.50991457 6.974545907 7.066128827 7.10752645 7.292862273 7.287795034 7.238628693 7.081945953 7.094603182 8.102376399 7.207232899 7.230563714 7.152912468
"X110" 10.07718909 7.076011714 6.851058403 8.027468196 8.582675795 7.604429814 7.142510398 6.700186834 7.284057255 9.419803857 6.76745208 9.15718605 7.2450168 6.825442243 9.115041126 13.33371182 7.014996714 7.063514264 7.150414923 7.092275893 7.031115274 7.219537167 7.031319871 7.010088294 7.472297781 7.214852433 7.081596036 7.135482422
"X111" 9.974028021 7.301158613 6.469474106 9.389937293 9.039728534 7.243219883 7.412977324 6.878982041 6.981486911 9.526698424 6.854104891 9.353689105 7.101133866 7.155784486 9.835319493 12.78164877 7.014029047 7.021979655 7.09922007 7.294708029 7.09021589 6.935006053 7.031403411 7.011746168 7.874974359 7.215785436 6.912107378 7.395640766
"X112" 11.28099019 7.097893413 6.79100027 7.505359971 11.88781822 8.535308338 8.282075593 6.969050498 7.617764479 8.060867965 6.867031081 10.82766225 7.127718941 7.18417596 8.28804906 12.34016364 7.540424659 7.033516477 7.277309746 6.998456441 7.201414941 7.326342415 7.029102432 6.968385885 7.487681249 7.12761916 7.296007154 7.48433196
"X113" 10.47729761 7.350811008 7.137952186 10.41313678 9.847596225 8.722832839 9.016020279 6.781756872 7.154203527 8.212935899 6.797698881 10.62125648 7.319071725 8.35759385 8.478918286 12.36044621 7.299213527 7.038896247 7.322611426 7.114033245 7.440148489 7.037188737 6.998482668 7.085114436 8.263544641 7.117798868 7.619203535 7.525688339
"X114" 10.41772724 7.118617406 7.189654475 8.644440042 9.974764405 7.637275303 7.70508368 6.993664461 7.102697147 8.356876913 6.887212053 8.491213319 7.034016187 6.99315994 9.033535404 12.89931453 6.943123832 7.078737612 7.197527739 7.062642638 7.137149706 6.970479249 7.049345633 7.12132397 7.662405328 7.106427736 7.263309086 7.793271461
"X115" 10.25991302 7.174729035 7.173743513 8.598107201 10.39959045 8.422649144 7.344264415 7.837973377 7.005971092 8.796787649 6.89849046 9.594716604 7.25741194 7.201620958 9.977496189 12.39501574 6.935078125 7.093981259 7.113590372 7.265384694 7.315102834 6.795682856 7.005558826 7.106727313 8.41086745 7.178508269 7.351410681 7.945540868
"X116" 10.84615037 7.249785016 7.301617365 8.056333428 9.182858449 7.263230288 7.879593181 7.010554706 7.458879437 8.91903934 6.796509214 8.497091339 7.080238453 6.889030991 9.571864612 12.0208566 6.997951494 7.035770333 7.153025114 7.247375058 7.031825849 6.742311839 7.006885141 7.072026732 8.021531359 7.153051917 7.067646351 7.178320016
"X117" 10.17420721 7.114214568 7.194948882 8.973538588 10.58632264 7.662405348 7.47751876 7.002716073 7.113927188 8.390597307 6.90259227 10.33281758 7.027063079 7.493648309 10.0162196 12.56907899 7.339525708 7.080914315 7.353690289 7.251852968 7.164712569 7.784649484 7.144578361 7.13696348 7.803778999 7.258406577 7.069739743 7.356444717
"X118" 9.634903666 7.240408869 6.981964581 8.861859783 8.272057746 7.380991266 7.691137774 6.960194214 7.400227385 8.380883411 6.837412001 9.347200651 7.016769041 6.582590534 9.354099534 12.05028526 6.944848047 7.068814261 7.098623614 7.120520844 7.232025249 6.769513368 7.007478926 7.080585195 7.511919671 7.142155202 6.888006553 7.134312861
"X119" 9.585571142 7.10879616 7.370425187 9.411030163 7.634713412 7.255225434 7.041346256 6.813782239 7.136638773 7.863065764 6.893266717 8.457482245 7.118206909 6.922280366 8.834684917 12.44967286 7.042942609 7.039960141 7.311610857 7.028501888 7.101255049 6.813927314 7.051852877 7.116284903 7.533577817 7.097577613 7.463052411 7.190418303
"X120" 10.00021006 7.188876801 7.24906412 10.09629188 9.355699991 7.656290823 9.387557753 6.989662153 7.184376572 8.002133211 6.893905297 10.59808819 7.000682832 6.795505462 9.089373797 12.5064951 7.616554981 7.062720311 7.172278138 7.105123453 7.220054264 6.975715423 7.11449069 7.073166643 7.940660225 7.133442984 7.220270409 7.717569207
"X121" 10.63272176 7.083380878 7.41104416 10.13170702 10.31060407 7.969465659 8.694253623 6.965649064 7.547914515 9.011022483 6.856138557 9.682860958 7.026525604 6.761484918 8.729090108 12.24601371 7.251649696 7.043487892 7.232161446 7.215314184 7.236677295 7.403258617 7.180558521 7.111274165 7.576173163 7.16634105 7.01672266 7.166707816
"X122" 10.79704139 7.031678501 6.991306723 9.930489713 10.56399427 8.516152436 8.328286817 6.956485612 7.035758788 8.174560951 6.897927903 9.143920162 7.036359091 6.732581412 9.054463614 12.58016803 7.66525161 6.968974885 7.136551266 7.251097556 7.263218554 7.705345499 7.079310741 7.07874379 8.120380406 7.16710244 7.01574746 7.357451595
"X123" 10.28002376 7.49789974 6.845711951 9.737228925 9.668257257 7.217188308 8.112405161 6.841002043 6.955516384 7.678223545 6.886894964 8.487920183 6.992056194 7.809749176 8.872522344 12.54656996 7.051789463 6.985541591 7.288177037 7.233363954 7.366677346 7.201960708 7.040491881 7.052334685 7.969194016 7.058754073 7.27843102 7.091669741
"X124" 9.570061461 7.361638447 7.178891133 9.313002151 10.16740192 7.26062433 7.871452449 6.961833217 7.111920129 8.569453791 6.924376942 10.27592831 7.099496673 7.043145493 9.597936069 12.46780501 7.415317988 7.039175874 7.225991153 7.007191192 7.369629311 6.704220221 7.116159817 7.06977014 8.363136989 7.113852987 7.157073645 7.227415251
"X125" 10.74064638 7.073129603 7.154581208 8.257692793 9.935589266 8.104789352 7.679167126 6.995160407 7.263129088 8.753848114 6.874803821 9.010920512 7.050104712 6.685695269 9.228547295 12.81294724 6.91654435 6.997932554 7.111615727 7.038628067 7.170219089 7.075646694 7.040015217 7.0472247 7.867003727 7.186231346 7.440306813 7.136838423
"X126" 10.36988928 7.430996581 7.12000735 9.124914298 9.761737693 7.281209948 8.168878117 6.996577361 6.952078886 9.086902486 6.898954127 8.899850405 7.109744424 7.161643517 8.684666866 12.66287845 7.080719993 7.048006509 7.125550751 7.015681343 7.171497929 6.859120556 6.999288453 6.998275828 7.377592189 7.141029352 7.124145817 7.146293481
"X127" 11.64481233 7.271955364 7.056329797 9.049341819 13.74863927 11.31571846 8.848841834 6.950752568 7.5803885 8.358752981 6.929274374 9.742373916 7.031397708 8.418531195 9.039866804 12.62674296 7.249773911 7.023789151 7.141758154 7.486397151 7.379085079 6.726095835 7.082499766 7.075479782 7.970025139 7.078118791 7.012363229 10.21171108
"X128" 10.19193273 7.102111137 7.364739364 8.908174111 9.041529682 8.04699683 7.718738046 7.050347096 7.035677308 7.723372218 6.939523257 10.21207324 7.170724806 6.555950713 8.960196692 11.76309797 6.932331364 7.06111317 7.128703192 7.250390529 7.221449809 6.750599971 7.008592383 7.064226283 7.810592174 7.04578391 6.889146164 7.590461862
"X129" 10.22774717 7.151567978 7.088362031 9.505998079 9.29934568 7.43525395 8.23258407 7.012229299 6.997876016 8.023840946 6.949625596 8.605817588 7.133925026 6.588581355 9.327612606 12.5793657 7.101426535 6.970547937 7.113145748 7.049173184 7.367270476 7.1160962 7.029228166 7.017764725 8.416587448 7.202021009 6.78153632 7.165967615
"X130" 9.641354226 7.279796872 7.251213168 9.373968769 10.12081755 10.56350481 9.853479453 7.069915013 7.157878441 8.199345347 6.807808081 10.56552094 7.053587864 7.359887486 8.036941123 12.73918563 7.056276981 6.983824907 7.298659649 7.088975545 7.117842721 7.231024101 7.039547243 7.114859868 7.762833574 7.113687178 6.767600224 7.955484733
"X131" 9.146314994 7.076014948 7.227332546 8.820060493 7.682939809 7.204143868 7.484281625 6.959599351 7.108170484 8.806651993 6.918938209 9.027921178 7.041708496 6.898048943 9.389724235 12.30155025 6.93914139 6.963987371 7.161707965 7.212691017 7.146983419 7.082702479 7.241666377 7.027800472 8.338350195 7.115454496 6.99821803 7.116000488
"X132" 9.581664171 7.085187673 7.149182278 9.112631505 9.921712686 7.833448039 7.088733295 7.047016088 7.009412079 9.091752602 6.845478039 9.793674671 7.059111455 6.720164811 8.142412371 12.63371297 7.446707055 7.074399651 7.123951685 7.125327081 7.149337525 6.824478836 7.048945606 7.084386055 8.094364488 7.189880407 7.103012906 7.702731873
"X133" 11.23336089 7.083866955 7.160694886 9.089846817 10.34026469 7.930822348 8.89618937 7.089186064 7.16016535 9.18021292 6.963152408 9.391991901 7.025880646 6.839066613 9.699859285 12.21634722 7.156774979 7.040424173 7.124184803 7.093685324 7.219793665 6.800846577 7.047054392 6.968532849 7.875632887 7.116994275 7.224824627 7.378536627
"X134" 9.801147978 7.184448834 7.053514359 9.066382424 9.138917029 7.786472236 8.318035948 6.825937637 7.009189984 8.95354493 6.916970161 8.363882313 7.022693202 6.603083509 9.514765792 12.37103715 7.484307172 6.97014812 7.094264182 7.053849549 7.203052791 7.027092277 7.085558186 7.07096869 8.117415382 7.163051571 7.169665432 7.525163517
"X135" 10.33902425 7.388225359 7.046606642 8.718192891 9.76392773 7.508616306 8.028308478 6.952021024 7.042925979 8.737713526 6.863966932 9.962919183 7.17754808 6.542405772 9.484378386 12.6555929 7.804140133 6.960870073 7.235586942 7.077036883 7.412745759 7.111710123 7.124283816 7.065157298 7.945170147 7.088704032 7.38562426 7.2181904
"X136" 10.57364345 7.313882698 7.098457481 8.642924596 8.609864968 7.309640868 8.229714475 6.934176402 7.217085728 8.545341609 6.753513899 8.602632217 7.365632776 6.511357422 9.064831403 12.91630464 7.001779869 6.98786434 7.20120777 7.032121991 7.234913616 6.765613348 7.112786126 6.992185247 8.233215022 7.125391894 6.765688879 7.337336858
"X137" 10.772761 7.33086783 6.836473519 9.533655647 9.490728078 7.539449866 7.655191637 6.965469971 6.944778373 8.015904946 6.838191981 8.630167648 7.022419291 6.784769948 8.587850978 12.66327867 6.857379295 7.003699083 7.139421386 7.06937002 7.268827957 7.343343925 7.095293938 6.999700667 7.876739162 7.138320543 7.203530614 7.123229631
"X138" 10.33230007 7.075298024 7.134253247 9.650387371 10.05074561 7.259226824 8.271112671 6.872646392 7.243386553 9.179090409 6.995392137 10.1998556 7.035747729 7.160119634 8.343614774 12.51074071 7.337447544 7.040284944 7.36194194 6.999959482 7.283795862 6.689802732 6.991223146 7.016072099 7.686496387 7.118821269 7.087731186 7.099402684
"X139" 10.55683989 7.335782817 7.127990643 10.19728057 10.20888508 7.598346638 8.589360077 6.916841123 6.979393442 9.298932783 6.888842753 10.30267834 7.018708708 6.780479103 9.65789785 12.37558032 6.864323632 7.050988123 7.137798843 7.325454255 7.088758569 7.108497779 7.019078481 7.078217033 7.87955779 7.159044503 7.415057102 7.563460132
"X140" 10.20462418 7.125762565 7.660974141 9.650837922 8.963641729 8.04425842 8.51806982 6.985892409 7.149678075 8.821744098 6.848328097 9.251594324 7.064324214 7.061324312 9.341245024 12.27170664 6.9165736 7.049503651 7.279950653 7.396741244 7.317231472 7.500567455 7.034359468 7.085939771 7.958704075 7.160631087 6.958400164 7.350214063
"X141" 10.71446559 7.044702167 7.394458476 11.47402905 10.32619387 8.555490262 8.942017685 7.017655757 7.003776017 8.357207207 6.854034594 10.74562362 7.01741472 6.567383747 9.656934806 12.67513427 6.935433387 7.063950779 7.155345994 7.119912608 7.216338142 6.767428029 7.079021165 7.112311275 7.894334399 7.168656847 7.220736322 7.238244769
"X142" 9.835777229 7.165226223 7.217533648 8.015617098 9.867707543 7.526293009 7.402913806 7.156356366 7.09826178 9.269905789 6.882254195 8.740669577 7.034311323 6.623198123 9.120031376 12.94256458 7.247522353 7.089058301 7.144216124 7.043286526 7.122947412 7.098118059 7.05094018 7.100874232 7.413268376 7.119831418 6.931554923 7.19669649
"X143" 10.00398145 7.08541442 7.402247062 7.95424556 9.075851003 7.899052033 7.514609055 6.942684904 6.971787659 7.960812155 6.89472444 9.801926003 7.030366104 6.580463653 7.956060098 12.14984022 6.904683947 7.056475912 7.092658791 7.348025669 7.291114826 6.833277974 7.031369711 7.05260613 8.013808497 7.136496882 7.375898195 7.310806897
"X144" 9.962504424 7.36743755 7.377230038 9.871131251 9.543044985 9.214646732 9.940345803 7.076498714 7.068658547 10.01427831 6.939877302 10.73670035 7.032997002 6.847665254 8.627434617 12.83711631 6.941630025 7.018048325 7.134888396 7.051487004 7.225107873 7.009609986 7.085792586 7.070185622 7.033109849 7.114332769 7.126507288 7.194427767
"X145" 10.24946678 7.099225678 7.239721476 7.703391832 10.23620967 7.272930615 7.521074353 7.092951246 7.135470647 9.484610663 6.895457023 9.426932471 7.033210748 7.037499615 9.565958321 12.63646599 7.029752976 7.076262841 7.134877633 7.159925453 7.244979093 6.950091304 7.090949527 7.106253826 7.584247207 7.16220888 7.235359687 7.96144828
"X146" 9.905098736 7.057748716 7.146230433 8.852445359 8.120231776 8.090989 7.659700854 6.826357862 7.021362167 8.381354568 6.868833705 10.84441973 7.208618548 7.582449127 9.817246877 12.61498484 7.143240429 7.027018011 7.229449171 7.10534194 7.30170326 6.956651634 7.026215531 6.999393885 7.898656455 7.118268147 7.179547845 7.14155709
"X147" 10.33713737 7.026383611 6.984173168 8.763217909 10.52873039 7.243185156 8.101235577 6.576330839 6.97846538 8.387703647 6.817226338 9.351250128 7.048288423 6.840818114 8.859715383 11.85684758 6.848286635 6.97956057 7.141911796 7.131513847 7.250017849 7.590872727 7.073714654 7.00198664 7.665248479 7.097450151 7.325710405 7.068194453
"X148" 10.63829506 7.03247157 7.374078573 10.14428965 8.577614866 7.552029599 7.943948297 7.021232686 7.318624808 8.718911858 6.938177951 10.18944832 7.024344904 6.575726384 8.448333692 12.41976299 7.288770101 7.052831784 7.295734055 7.309564974 7.212175996 6.75321909 6.994204698 7.094523791 7.646521739 7.173247529 7.371968462 7.117481306
"X149" 9.664365461 7.090202872 7.22214161 8.44363704 9.634303682 7.454034022 8.560072773 7.023806543 7.099864247 8.089323051 6.763277349 9.723659465 7.071588858 6.942617526 8.604981023 12.50956975 6.935933489 7.056103079 7.171165641 7.089438737 7.126578274 7.154139062 6.996874337 7.121162923 7.735685953 7.214045044 7.294744904 7.208641117
"X150" 10.29059423 7.138153162 7.074469536 10.12612176 8.85417691 7.262169661 8.866292401 6.952093291 7.00366726 8.867741075 6.823876481 9.2333675 7.029183206 6.537540547 8.875152226 11.9979801 6.876166248 7.050097498 7.103276292 7.017991159 7.081558731 7.128165129 7.146138485 6.941902473 7.682727466 7.146154419 7.586370513 7.12984732
"X151" 10.47746022 7.361151338 6.981109722 8.295895783 9.416503157 7.260254076 8.589140942 6.971289855 7.065292886 8.600706288 6.904058302 9.067595269 7.100965295 6.705661561 8.590585236 12.45827859 6.969239841 7.015006768 7.112783709 7.214974837 7.269479795 7.446861773 7.027214716 6.926697753 7.401269279 7.189965476 7.03517109 7.254634698
"X152" 8.607903348 7.121981305 7.12123384 6.859718472 9.656881387 7.27604698 7.205232569 6.928929308 7.633378321 8.236345908 6.882250517 9.524139436 7.015271762 7.752761969 9.986682511 12.51985004 6.911560074 7.016554601 7.098333221 7.28157068 7.250592893 6.810305258 7.348603515 7.031649959 7.516640188 7.110955112 7.256482891 7.323464438
"X153" 10.14359136 7.335523868 7.170311406 8.856819858 9.05664378 7.500332743 7.940410448 7.170440537 6.964145786 9.326354462 6.807177498 8.988017101 7.030620784 6.688603404 9.962339244 11.91845678 6.950792284 7.051352397 7.134776413 7.06737597 7.175632821 6.759127356 7.153735018 7.119717436 7.982019795 7.217248422 7.45835422 7.184148008
"X154" 9.896747631 7.225724393 7.738137071 11.08873778 8.606369941 8.415864708 7.698938767 7.065819143 7.099029526 8.582302868 6.904058051 9.088885637 7.052442653 6.716223524 9.0747834 12.58326746 7.009934616 7.080061561 7.290863402 7.221635857 7.310857646 7.050066352 7.145665258 7.106858692 7.654428604 7.164269364 7.093925219 7.319151453
"X155" 9.722842127 7.135007424 6.957760772 7.818062586 8.959337441 7.369570959 7.195108655 7.024316134 7.351772963 8.65716818 6.859559264 8.826640384 7.037548363 6.635838637 8.369372479 12.61689977 7.263925463 6.984724004 7.272074037 7.040745167 7.024786449 7.036644583 7.076864075 7.116513166 7.985565243 7.193009301 7.676351622 7.159364475
