"cyto" "RNA" "cytokine"
"X307" "0.798432122677524" "-0.215054562877993" "GRO.alpha"
"X308" "0.252515861593718" "-0.0428335663544491" "GRO.alpha"
"X309" "2.19946157745863" "-0.0382813830284188" "GRO.alpha"
"X310" "0.440431565844519" "-0.0362921932553842" "GRO.alpha"
"X311" "-0.606878088660146" "0.0283239372210841" "GRO.alpha"
"X312" "-0.405023126711287" "-0.190052193191045" "GRO.alpha"
"X313" "-1.06677543569581" "0.182617647421594" "GRO.alpha"
"X314" "0.824596743110705" "0.30984447457758" "GRO.alpha"
"X315" "-0.772278268915874" "0.129293086187674" "GRO.alpha"
"X316" "-0.446456049578496" "-0.12451041014592" "GRO.alpha"
"X319" "-0.842402940337644" "0.18423884125788" "GRO.alpha"
"X320" "-0.0433250244447242" "0.298029034685548" "GRO.alpha"
"X321" "-0.925298893810123" "-0.0884335226718619" "GRO.alpha"
"X322" "-0.327684451574924" "0.218159231757543" "GRO.alpha"
"X323" "-1.94846367368688" "-0.0487444871100391" "GRO.alpha"
"X324" "-0.132381461376658" "0.467079121289001" "GRO.alpha"
"X325" "0.476383420862255" "-0.540186254948587" "GRO.alpha"
"X326" "-1.44260614954859" "0.238265872245512" "GRO.alpha"
"X327" "0.272530132106638" "-0.259542405385347" "GRO.alpha"
"X328" "0.671090302815126" "-0.30723786781789" "GRO.alpha"
"X329" "0.439536386462757" "-0.045943120534518" "GRO.alpha"
"X330" "1.44187113613798" "-0.136550760166753" "GRO.alpha"
"X331" "-0.18995916401333" "-0.144171801445559" "GRO.alpha"
"X332" "0.152941578117301" "-0.23735464073359" "GRO.alpha"
"X334" "-0.59061519656075" "-0.0989961826113397" "GRO.alpha"
"X335" "1.03802211227164" "-0.124535967908172" "GRO.alpha"
"X336" "-1.53649973115478" "0.0604130806775093" "GRO.alpha"
"X337" "0.116037974122304" "0.210029256872963" "GRO.alpha"
"X338" NA "0.127201285593653" "GRO.alpha"
"X339" "1.33572340649133" "-0.285305508202138" "GRO.alpha"
"X340" "-0.78323208863357" "-0.150633797003513" "GRO.alpha"
"X341" "1.9572832210621" "-0.125581495156607" "GRO.alpha"
"X342" "-1.21968534878102" "0.475938533033101" "GRO.alpha"
"X343" "-0.122015066129416" "0.048140503511896" "GRO.alpha"
"X344" "-0.196799464105836" "0.146562465288551" "GRO.alpha"
"X345" "-1.12927366914604" "0.129143753112951" "GRO.alpha"
"X1.1" "0.970912980913827" "0.021897978514097" "IL.1.beta"
"X2.1" "0.887427040582003" "-0.0974800112885592" "IL.1.beta"
"X3.1" "1.58753184185281" "-0.50001833522713" "IL.1.beta"
"X4.1" "1.37639489104501" "-0.114290814634857" "IL.1.beta"
"X5.1" "2.08635089613128" "0.103838858894975" "IL.1.beta"
"X6.1" "1.65752193758283" "-0.372515214143188" "IL.1.beta"
"X7.1" "0.894555165337323" "0.00856703902064055" "IL.1.beta"
"X8.1" "-0.269195717859973" "0.18430034138123" "IL.1.beta"
"X9.1" "-0.656957616190487" "-0.070804217285678" "IL.1.beta"
"X10.1" "0.182691071956147" "0.236768960965316" "IL.1.beta"
"X11.1" "-0.847220565750203" "0.0603268727129709" "IL.1.beta"
"X12.1" "-0.737730619905276" "0.0288313810719049" "IL.1.beta"
"X13.1" "-1.56341744502528" "0.164540793540243" "IL.1.beta"
"X14.1" "-0.54254822467482" "-0.136343356135038" "IL.1.beta"
"X15.1" "-0.797563039471151" "0.35447011434877" "IL.1.beta"
"X16.1" "-0.241153222628864" "0.358140767861093" "IL.1.beta"
